t, n, Tsim, raw
29.580263, 10000,26.0,
29.610264, 10000,26.0,
29.640265, 10000,28.0,
29.670265, 10000,26.0,
29.700266, 10000,25.0,
29.730267, 10000,26.0,
29.760267, 10000,26.0,
29.790268, 10000,26.0,
29.820269, 10000,25.0,
29.85027, 10000,26.0,
29.88027, 10000,24.0,
29.91027, 10000,25.0,
29.940271, 10000,25.0,
29.970272, 10000,26.0,
30.000273, 10000,24.0,
30.030273, 10000,28.0,
30.060274, 10000,24.0,
30.090275, 10000,25.0,
30.120275, 10000,26.0,
30.150276, 10000,27.0,
30.180277, 10000,25.0,
30.210278, 10000,26.0,
30.240278, 10000,25.0,
30.270279, 10000,26.0,
30.30028, 10000,26.0,
30.33028, 10000,27.0,
30.360281, 10000,26.0,
30.390282, 10000,25.0,
30.420282, 10000,25.0,
30.450283, 10000,26.0,
30.480284, 10000,28.0,
30.510284, 10000,24.0,
30.540285, 10000,25.0,
30.570286, 10000,25.0,
30.600286, 10000,25.0,
30.630287, 10000,27.0,
30.660288, 10000,26.0,
30.690289, 10000,26.0,
30.72029, 10000,26.0,
30.75029, 10000,26.0,
30.78029, 10000,26.0,
30.810291, 10000,25.0,
30.840292, 10000,25.0,
30.870293, 10000,24.0,
30.900293, 10000,24.0,
30.930294, 10000,26.0,
30.960295, 10000,24.0,
30.990295, 10000,25.0,
31.020296, 10000,26.0,
31.050297, 10000,29.0,
31.080297, 10000,29.0,
31.110298, 10000,28.0,
31.140299, 10000,24.0,
31.1703, 10000,26.0,
31.2003, 10000,26.0,
31.2303, 10000,26.0,
31.260302, 10000,25.0,
31.290302, 10000,24.0,
31.320303, 10000,24.0,
31.350304, 10000,24.0,
31.380304, 10000,25.0,
31.410305, 10000,23.0,
31.440306, 10000,25.0,
31.470306, 10000,24.0,
31.500307, 10000,26.0,
31.530308, 10000,26.0,
31.560308, 10000,26.0,
31.59031, 10000,26.0,
31.62031, 10000,25.0,
31.65031, 10000,25.0,
31.680311, 10000,24.0,
31.710312, 10000,25.0,
31.740313, 10000,25.0,
31.770313, 10000,25.0,
31.800314, 10000,26.0,
31.830315, 10000,25.0,
31.860315, 10000,26.0,
31.890316, 10000,25.0,
31.920317, 10000,24.0,
31.950317, 10000,24.0,
31.980318, 10000,25.0,
32.01032, 10000,26.0,
32.040318, 10000,26.0,
32.070316, 10000,26.0,
32.100315, 10000,25.0,
32.130314, 10000,24.0,
32.160313, 10000,27.0,
32.19031, 10000,25.0,
32.22031, 10000,25.0,
32.25031, 10000,25.0,
32.280308, 10000,25.0,
32.310307, 10000,25.0,
32.340305, 10000,25.0,
32.370304, 10000,25.0,
32.400303, 10000,26.0,
32.4303, 10000,25.0,
32.4603, 10000,26.0,
32.4903, 10000,26.0,
32.520298, 10000,25.0,
32.550297, 10000,24.0,
32.580296, 10000,26.0,
32.610294, 10000,25.0,
32.640293, 10000,25.0,
32.67029, 10000,25.0,
32.70029, 10000,24.0,
32.73029, 10000,24.0,
32.76029, 10000,26.0,
32.790287, 10000,26.0,
32.820286, 10000,26.0,
32.850285, 10000,25.0,
32.880
