 n,col2
 1000,7.368852459016393
 1100,2.5384615384615383
 1200,2.4
 1300,2.8421052631578947
 1400,3.4285714285714284
 1500,2.9444444444444446
 1600,3.7142857142857144
 1700,3.857142857142857
 1800,4.764705882352941
 1900,4.181818181818182
 2000,6.3125
 2100,7.375
 2200,5.111111111111111
 2300,6
 2400,6.642857142857143
 2500,6.75
 2600,5.571428571428571
 2700,7.166666666666667
 2800,7.7272727272727275
 2900,7.818181818181818
 3000,7.909090909090909
 3100,8.117647058823529
 3200,9
 3300,9.538461538461538
 3400,9
 3500,9.666666666666666
 3600,10.25
 3700,10.454545454545455
 3800,10.555555555555555
 3900,10.9
 4000,10.454545454545455
 4100,11.666666666666666
 4200,11
 4300,12.625
 4400,12.375
 4500,12.875
 4600,14.5
 4700,13.444444444444445
 4800,15.714285714285714
 4900,15.666666666666666
 5000,16.75
 5100,16.857142857142858
 5200,18.142857142857142
 5300,18.833333333333332
 5400,17.2
 5500,17
 5600,20.166666666666668
 5700,20.4
 5800,21.125
 5900,21.5
 6000,24.833333333333332
 6100,24.8
 6200,24.8
 6300,25.6
 6400,25.5
 6500,27.2
 6600,28.2
 6700,31.5
 6800,31.25
 6900,30
 7000,32.333333333333336
 7100,35.25
 7200,34.5
 7300,35
 7400,37.333333333333336
 7500,34.2
 7600,36.333333333333336
 7700,36.25
 7800,39
 7900,41.666666666666664
 8000,39.25
 8100,42
 8200,40.333333333333336
 8300,42.5
 8400,41.75
 8500,46.75
 8600,44.4
 8700,45.333333333333336
 8800,47
 8900,50
 9000,51.666666666666664
 9100,52.5
 9200,50.5
 9300,54.666666666666664
 9400,53
 9500,52.333333333333336
 9600,54.333333333333336
 9700,57.5
 9800,54.5
 9900,55.875
 10000,56.166666666666664
