t, E, sx, sy, vx, vy, ax, ay
0.016, 1.81185744E8, 500.0, 387.9944, 0.0, 9695.359,0.0, 490758.4
0.032, 1.05733736E8, 500.0, 553.70105, 0.0, 10015.704,0.0, 182266.88
0.048000004, 1.64339968E8, 500.0, 681.00385, 0.0, 3901.1875,0.0, -549905.4
0.064, 1.89212992E8, 500.0, 654.58594, 0.0, -6854.6255,0.0, -638074.6
0.080000006, 9.5072288E7, 500.0, 504.62512, 0.0, -9593.326,0.0, 25900.914
0.09600001, 1.4744232E8, 500.0, 351.18668, 0.0, -7711.0215,0.0, 319581.66
0.11200001, 2.0418768E8, 500.0, 309.47363, 0.0, 3199.3433,0.0, 737343.06
0.128, 1.47283728E8, 500.0, 433.26843, 0.0, 10405.571,0.0, 287971.7
0.14399998, 1.12610936E8, 500.0, 593.43726, 0.0, 9223.009,0.0, -23990.748
0.15999995, 1.71912576E8, 500.0, 687.18274, 0.0, 1005.15967,0.0, -637344.94
0.17599992, 1.65469328E8, 500.0, 619.70325, 0.0, -8451.15,0.0, -502784.7
0.1919999, 1.00921168E8, 500.0, 469.56717, 0.0, -9998.659,0.0, 225752.6
0.20799987, 1.56765248E8, 500.0, 328.83737, 0.0, -5397.825,0.0, 472876.94
0.22399984, 1.95723952E8, 500.0, 330.13757, 0.0, 5600.1143,0.0, 686253.4
0.23999982, 1.12824104E8, 500.0, 472.84512, 0.0, 10062.388,0.0, 91454.2
0.2559998, 1.22362304E8, 500.0, 624.08746, 0.0, 8052.7085,0.0, -194245.58
0.27199984, 1.7799424E8, 500.0, 684.7245, 0.0, -1459.6924,0.0, -674782.4
0.28799987, 1.4299384E8, 500.0, 586.824, 0.0, -9311.182,0.0, -362389.47
0.3039999, 1.13611616E8, 500.0, 432.85797, 0.0, -10149.031,0.0, -120496.63
0.31999993, 1.74526736E8, 500.0, 311.71872, 0.0, -3087.2922,0.0, 601052.0
0.33599997, 1.91276688E8, 500.0, 352.9293, 0.0, 7661.7,0.0, 618193.7
0.352, 8.973236E7, 500.0, 508.9168, 0.0, 9441.464,0.0, -93811.914
0.36800003, 1.42820288E8, 500.0, 655.0678, 0.0, 6558.433,0.0, -372551.22
0.38400006, 1.90529376E8, 500.0, 678.21466, 0.0, -4079.8066,0.0, -695903.56
0.4000001, 1.24666464E8, 500.0, 550.26276, 0.0, -9973.516,0.0, -200401.58
0.41600013, 1.33753128E8, 500.0, 389.98236, 0.0, -9662.893,0.0, 94684.79
0.43200016, 1.98515184E8, 500.0, 300.27917, 0.0, -115.07202,0.0, 715223.56
0.4480002, 1.81554336E8, 500.0, 386.62225, 0.0, 9629.746,0.0, 496023.9
0.46400023, 1.06475776E8, 500.0, 552.28564, 0.0, 10077.271,0.0, 190279.27
0.48000026, 1.65210048E8, 500.0, 681.2146, 0.0, 4018.124,0.0, -548580.56
0.4960003, 1.9132016E8, 500.0, 656.1846, 0.0, -6819.9053,0.0, -645042.7
0.5120003, 9.7114024E7, 500.0, 505.73486, 0.0, -9682.305,0.0, 18805.883
0.52800035, 1.49745472E8, 500.0, 350.49518, 0.0, -7819.53,0.0, 320728.8
0.5440004, 2.0752048E8, 500.0, 307.78513, 0.0, 3199.184,0.0, 745431.9
