t, E, sx, sy, vx, vy, ax, ay
0.004, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.008, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.012, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.016, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.020000001, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.024000002, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.028000003, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.032, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.036000002, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.040000003, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.044000003, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.048000004, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.052000005, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.056000005, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.060000006, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.064, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.068, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.072000004, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.076000005, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.080000006, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.08400001, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.08800001, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.09200001, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.09600001, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.10000001, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
0.10400001, 13721.399, 500.0, 300.0, 0.0, 0.0,0.0, 0.0
