t, E, sx, sy, vx, vy, ax, ay
0.016, 2.56376384E8, 500.0, 371.04092, 0.0, 11040.1455,0.0, 570007.5
0.032, 1.87389984E8, 500.0, 570.9478, 0.0, 13623.063,0.0, 155307.34
0.048000004, 2.84907648E8, 500.0, 761.5594, 0.0, 5629.566,0.0, -875181.25
0.064, 5.413161E8, 500.0, 744.23303, 0.0, -12607.225,0.0, -1132685.0
0.080000006, 4.50835968E8, 500.0, 466.66684, 0.0, -20931.848,0.0, -1816.0657
0.09600001, 5.4706144E8, 500.0, 150.65756, 0.0, -12245.061,0.0, 1159093.2
0.11200001, 1.12713331E9, 500.0, 112.17979, 0.0, 15585.949,0.0, 1852620.2
0.128, 1.17126182E9, 500.0, 501.5976, 0.0, 33068.156,0.0, 373504.7
0.14399998, 1.2375296E9, 500.0, 1011.28516, 0.0, 20969.637,0.0, -1747243.6
0.15999995, 2.60832691E9, 500.0, 1101.4945, 0.0, -22912.031,0.0, -2977503.0
0.17599992, 2.9751703E9, 500.0, 503.04248, 0.0, -52650.75,0.0, -757608.9
0.1919999, 2.75824486E9, 500.0, -273.73657, 0.0, -30099.133,0.0, 2793249.8
0.20799987, 5.928192E9, 500.0, -374.03323, 0.0, 37422.977,0.0, 4507996.0
0.22399984, 6.7418793E9, 500.0, 567.09607, 0.0, 80348.445,0.0, 945831.8
0.23999982, 6.6986895E9, 500.0, 1741.7295, 0.0, 41037.297,0.0, -4757307.0
0.2559998, 1.46669629E10, 500.0, 1781.3964, 0.0, -66109.12,0.0, -6925142.5
