t, E, sx, sy, vx, vy, ax, ay
0.02, 1.69297408E8, 500.0, 354.0967, 0.0, 4860.375,0.0, 204848.61
0.039999995, 8.3221272E7, 500.0, 467.42593, 0.0, 5585.1963,0.0, -23740.123
0.05999999, 7.4215472E7, 500.0, 566.0485, 0.0, 4569.0854,0.0, -23059.465
0.08, 1.0119536E8, 500.0, 634.28516, 0.0, 1809.3079,0.0, -167350.78
0.10000001, 9.9808384E7, 500.0, 633.203, 0.0, -1808.4863,0.0, -172687.4
0.12000002, 6.0565564E7, 500.0, 573.90027, 0.0, -3617.6355,0.0, -56049.4
0.14, 1.7323126E7, 500.0, 506.67453, 0.0, -2618.376,0.0, 82523.32
0.15999998, 3.258592E7, 500.0, 452.11734, 0.0, -2909.1008,0.0, -10346.958
0.17999996, 5.298992E7, 500.0, 404.22598, 0.0, -1551.3937,0.0, 89716.61
0.19999994, 5.7193504E7, 500.0, 395.60165, 0.0, 692.4626,0.0, 111899.69
0.21999992, 3.8757156E7, 500.0, 426.43964, 0.0, 2115.7344,0.0, 52251.566
0.2399999, 1.3113434E7, 500.0, 469.21448, 0.0, 1842.0685,0.0, -35166.24
0.2599999, 507314.25, 500.0, 492.1297, 0.0, 316.5977,0.0, -84868.86
0.27999988, 5106453.0, 500.0, 482.06723, 0.0, -1203.5145,0.0, -67603.984
0.29999986, 1.8820952E7, 500.0, 451.00665, 0.0, -1652.3705,0.0, -5474.8516
0.31999984, 3.140529E7, 500.0, 423.8758, 0.0, -874.77356,0.0, 51229.605
0.33999982, 3.3777544E7, 500.0, 419.12686, 0.0, 400.69434,0.0, 63527.65
0.3599998, 2.3889648E7, 500.0, 436.75403, 0.0, 1204.7517,0.0, 29412.73
0.3799998, 1.0235558E7, 500.0, 461.05057, 0.0, 1043.4835,0.0, -20253.621
0.39999977, 3333374.5, 500.0, 473.97232, 0.0, 174.0324,0.0, -48299.883
0.41999975, 6130372.5, 500.0, 468.14835, 0.0, -687.86395,0.0, -38269.97
0.43999973, 1.4481547E7, 500.0, 450.46133, 0.0, -938.52045,0.0, -2881.1226
0.4599997, 2.1939052E7, 500.0, 435.092, 0.0, -493.21048,0.0, 29251.324
0.4799997, 2.3262468E7, 500.0, 432.4797, 0.0, 231.77985,0.0, 36064.973
0.49999967, 1.7822592E7, 500.0, 442.55487, 0.0, 685.99384,0.0, 16554.715
0.5199997, 1.0360935E7, 500.0, 456.35516, 0.0, 591.0853,0.0, -11662.411
0.53999966, 6534638.5, 500.0, 463.64105, 0.0, 95.55493,0.0, -27487.213
0.55999964, 8197373.5, 500.0, 460.27148, 0.0, -393.12106,0.0, -21663.4
0.5799996, 1.3128041E7, 500.0, 450.20016, 0.0, -533.0502,0.0, -1506.4902
0.5999996, 1.7457784E7, 500.0, 441.49396, 0.0, -278.0556,0.0, 16701.158
0.6199996, 1.8190936E7, 500.0, 440.0586, 0.0, 134.02448,0.0, 20473.613
0.63999957, 1.5150815E7, 500.0, 445.81683, 0.0, 390.59552,0.0, 9316.637
0.65999955, 1.1007398E7, 500.0, 453.65512, 0.0, 334.81012,0.0, -6714.0225
0.67999953, 8870903.0, 500.0, 457.7629, 0.0, 52.40062,0.0, -15642.38
0.6999995, 9847233.0, 500.0, 455.81403, 0.0, -224.65851,0.0, -12262.418
0.7199995, 1.2711525E7, 500.0, 450.07944, 0.0, -302.74606,0.0, -781.7611
0.7399995, 1.5197871E7, 500.0, 445.14783, 0.0, -156.74301,0.0, 9535.156
0.75999945, 1.560217E7, 500.0, 444.3601, 0.0, 77.474434,0.0, 11622.271
0.77999943, 1.3887156E7, 500.0, 447.65097, 0.0, 222.39264,0.0, 5242.4326
0.7999994, 1.1564346E7, 500.0, 452.10278, 0.0, 189.63821,0.0, -3864.543
0.8199994, 1.0366511E7, 500.0, 454.4185, 0.0, 28.696205,0.0, -8901.346
0.8399994, 1.0935839E7, 500.0, 453.2917, 0.0, -128.37814,0.0, -6940.6826
0.85999936, 1.2585072E7, 500.0, 450.02655, 0.0, -171.93935,0.0, -402.03574
0.87999934, 1.4004219E7, 500.0, 447.2332, 0.0, -88.349205,0.0, 5443.568
0.8999993, 1.4226464E7, 500.0, 446.80142, 0.0, 44.770424,0.0, 6597.4
0.9199993, 1.325369E7, 500.0, 448.68204, 0.0, 126.61911,0.0, 2949.5698
0.9399993, 1.1944291E7, 500.0, 451.21042, 0.0, 107.40833,0.0, -2223.9746
0.95999926, 1.1271153E7, 500.0, 452.51578, 0.0, 15.69203,0.0, -5065.2803
0.97999924, 1.1601822E7, 500.0, 451.8645, 0.0, -73.35694,0.0, -3928.3782
0.9999992, 1.2546808E7, 500.0, 450.00543, 0.0, -97.648125,0.0, -204.40337
1.0199993, 1.3354048E7, 500.0, 448.4233, 0.0, -49.794945,0.0, 3107.522
1.0399992, 1.3475941E7, 500.0, 448.18695, 0.0, 25.862503,0.0, 3744.9146
1.0599992, 1.2922455E7, 500.0, 449.26157, 0.0, 72.08771,0.0, 1659.343
1.0799992, 1.218195E7, 500.0, 450.69754, 0.0, 60.83207,0.0, -1279.6116
1.0999992, 1.1803211E7, 500.0, 451.43326, 0.0, 8.567356,0.0, -2882.248
1.1199992, 1.1994817E7, 500.0, 451.05692, 0.0, -41.91296,0.0, -2223.2327
1.1399992, 1.2534747E7, 500.0, 449.9985, 0.0, -55.452835,0.0, -102.49351
1.1599991, 1.2993048E7, 500.0, 449.10248, 0.0, -28.06121,0.0, 1773.8271
1.1799991, 1.305975E7, 500.0, 448.9733, 0.0, 14.935286,0.0, 2125.609
1.1999991, 1.2744274E7, 500.0, 449.58728, 0.0, 41.0392,0.0, 933.3734
1.2199991, 1.2324771E7, 500.0, 450.40277, 0.0, 34.45131,0.0, -736.0633
1.239999, 1.2111517E7, 500.0, 450.8174, 0.0, 4.6702843,0.0, -1639.9873
1.259999, 1.2222361E7, 500.0, 450.60007, 0.0, -23.945845,0.0, -1258.2487
1.279999, 1.2530363E7, 500.0, 449.9975, 0.0, -31.491291,0.0, -50.5531
1.299999, 1.2790306E7, 500.0, 449.49, 0.0, -15.813207,0.0, 1012.53485
1.319999, 1.2826715E7, 500.0, 449.41953, 0.0, 8.622597,0.0, 1206.4911
1.339999, 1.2646711E7, 500.0, 449.77036, 0.0, 23.3621,0.0, 524.8834
1.359999, 1.2408823E7, 500.0, 450.2334, 0.0, 19.508875,0.0, -423.33466
1.3799989, 1.2288743E7, 500.0, 450.46704, 0.0, 2.5414557,0.0, -933.0244
1.3999989, 1.2352802E7, 500.0, 450.34152, 0.0, -13.677923,0.0, -711.95325
1.4199989, 1.2528332E7, 500.0, 449.99854, 0.0, -17.879272,0.0, -24.283728
1.4399989, 1.2675644E7, 500.0, 449.71115, 0.0, -8.907336,0.0, 577.86096
1.4599988, 1.2695487E7, 500.0, 449.67276, 0.0, 4.9777265,0.0, 684.71936
1.4799988, 1.2592733E7, 500.0, 449.8732, 0.0, 13.299352,0.0, 295.11127
1.4999988, 1.2457753E7, 500.0, 450.13614, 0.0, 11.047024,0.0, -243.46191
1.5199988, 1.2390113E7, 500.0, 450.26776, 0.0, 1.3793209,0.0, -530.85535
1.5399988, 1.2427123E7, 500.0, 450.1953, 0.0, -7.81379,0.0, -402.85437
1.5599988, 1.2527118E7, 500.0, 450.00006, 0.0, -10.152554,0.0, -11.292578
1.5799987, 1.2610552E7, 500.0, 449.83734, 0.0, -5.0189342,0.0, 329.74237
1.5999987, 1.2621367E7, 500.0, 449.81647, 0.0, 2.87085,0.0, 388.58783
1.6199987, 1.2562708E7, 500.0, 449.9309, 0.0, 7.569372,0.0, 165.97566
1.6399987, 1.2486111E7, 500.0, 450.0802, 0.0, 6.256387,0.0, -139.86868
1.6599987, 1.2447986E7, 500.0, 450.1544, 0.0, 0.7496778,0.0, -301.94757
1.6799986, 1.2469325E7, 500.0, 450.11264, 0.0, -4.4615984,0.0, -228.01724
1.6999986, 1.2526258E7, 500.0, 450.0015, 0.0, -5.7649703,0.0, -5.113425
1.7199986, 1.2573529E7, 500.0, 449.90933, 0.0, -2.828435,0.0, 188.15625
1.7399986, 1.2579419E7, 500.0, 449.89798, 0.0, 1.6547691,0.0, 220.54514
1.7599986, 1.2545913E7, 500.0, 449.96335, 0.0, 4.308028,0.0, 93.31732
1.7799985, 1.2502428E7, 500.0, 450.04813, 0.0, 3.5420332,0.0, -80.416855
1.7999985, 1.2480955E7, 500.0, 450.0899, 0.0, 0.405317,0.0, -171.75642
1.8199985, 1.2493282E7, 500.0, 450.0658, 0.0, -2.5473418,0.0, -128.96251
1.8399985, 1.2525683E7, 500.0, 450.00256, 0.0, -3.271717,0.0, -2.072827
1.8599985, 1.2552442E7, 500.0, 449.9504, 0.0, -1.5922592,0.0, 107.31974
1.8799984, 1.255563E7, 500.0, 449.94427, 0.0, 0.95423055,0.0, 125.10471
1.8999984, 1.2536492E7, 500.0, 449.9816, 0.0, 2.4507852,0.0, 52.406532
1.9199984, 1.2511813E7, 500.0, 450.02972, 0.0, 2.0037959,0.0, -46.218624
1.9399984, 1.2499743E7, 500.0, 450.05322, 0.0, 0.21757016,0.0, -97.65611
1.9599984, 1.2506853E7, 500.0, 450.0393, 0.0, -1.4544302,0.0, -72.87026
1.9799984, 1.2525283E7, 500.0, 450.00333, 0.0, -1.8562647,0.0, -0.69217837
1.9999983, 1.2540448E7, 500.0, 449.9738, 0.0, -0.89474297,0.0, 61.294044
2.0199988, 1.2542142E7, 500.0, 449.97052, 0.0, 0.5518451,0.0, 70.93038
2.0399992, 1.2531216E7, 500.0, 449.99185, 0.0, 1.395329,0.0, 29.379904
2.0599997, 1.2517206E7, 500.0, 450.0192, 0.0, 1.1337779,0.0, -26.634083
2.0800002, 1.2510415E7, 500.0, 450.03238, 0.0, 0.11507559,0.0, -55.572205
2.1000006, 1.2514536E7, 500.0, 450.02432, 0.0, -0.83180285,0.0, -41.181854
2.120001, 1.2525032E7, 500.0, 450.00385, 0.0, -1.0535862,0.0, -0.04985275
2.1400015, 1.2533592E7, 500.0, 449.98715, 0.0, -0.5028123,0.0, 34.986217
2.160002, 1.2534508E7, 500.0, 449.9854, 0.0, 0.31860706,0.0, 40.23817
2.1800025, 1.2528252E7, 500.0, 449.99762, 0.0, 0.7938428,0.0, 16.461262
2.200003, 1.2520316E7, 500.0, 450.0131, 0.0, 0.64117324,0.0, -15.300734
2.2200034, 1.2516502E7, 500.0, 450.0205, 0.0, 0.06176442,0.0, -31.587091
2.2400038, 1.2518883E7, 500.0, 450.01587, 0.0, -0.47394297,0.0, -23.255344
2.2600043, 1.2524817E7, 500.0, 450.00427, 0.0, -0.5974379,0.0, 0.056344222
2.2800047, 1.2529654E7, 500.0, 449.99484, 0.0, -0.28458416,0.0, 19.830112
2.3000052, 1.2530157E7, 500.0, 449.99387, 0.0, 0.18054783,0.0, 22.784943
2.3200057, 1.2526617E7, 500.0, 450.0008, 0.0, 0.44936308,0.0, 9.295072
2.340006, 1.2522117E7, 500.0, 450.00955, 0.0, 0.36184376,0.0, -8.716187
2.3600066, 1.2519979E7, 500.0, 450.01373, 0.0, 0.033953503,0.0, -17.867825
2.380007, 1.2521322E7, 500.0, 450.01108, 0.0, -0.26881453,0.0, -13.11839
2.4000075, 1.2524711E7, 500.0, 450.0045, 0.0, -0.33734822,0.0, 0.1230156
2.420008, 1.2527441E7, 500.0, 449.99918, 0.0, -0.15861052,0.0, 11.313165
2.4400084, 1.2527701E7, 500.0, 449.99866, 0.0, 0.1049099,0.0, 12.875879
2.4600089, 1.2525671E7, 500.0, 450.00262, 0.0, 0.25573498,0.0, 5.163333
2.4800093, 1.2523123E7, 500.0, 450.0076, 0.0, 0.20377822,0.0, -5.075043
2.5000098, 1.2521932E7, 500.0, 450.00992, 0.0, 0.01649353,0.0, -10.151495
2.5200102, 1.2522726E7, 500.0, 450.00836, 0.0, -0.1541648,0.0, -7.357108
2.5400107, 1.252465E7, 500.0, 450.0046, 0.0, -0.19034612,0.0, 0.20128784
2.5600111, 1.2526175E7, 500.0, 450.00165, 0.0, -0.087821364,0.0, 6.447219
2.5800116, 1.2526297E7, 500.0, 450.0014, 0.0, 0.060182318,0.0, 7.217201
2.600012, 1.2525138E7, 500.0, 450.00366, 0.0, 0.14343439,0.0, 2.816672
2.6200125, 1.2523717E7, 500.0, 450.00644, 0.0, 0.113138504,0.0, -2.9011846
2.640013, 1.2523062E7, 500.0, 450.00772, 0.0, 0.0076608527,0.0, -5.688349
2.6600134, 1.2523519E7, 500.0, 450.0068, 0.0, -0.08719,0.0, -4.051155
2.680014, 1.2524603E7, 500.0, 450.0047, 0.0, -0.10601089,0.0, 0.18007116
2.7000144, 1.2525458E7, 500.0, 450.00305, 0.0, -0.04728797,0.0, 3.6843247
2.7200148, 1.2525504E7, 500.0, 450.00293, 0.0, 0.03599196,0.0, 4.0530467
2.7400153, 1.2524847E7, 500.0, 450.0042, 0.0, 0.08233573,0.0, 1.5581286
2.7600157, 1.2524038E7, 500.0, 450.0058, 0.0, 0.06398821,0.0, -1.718201
2.7800162, 1.2523672E7, 500.0, 450.00653, 0.0, 0.0033071376,0.0, -3.2978485
2.8000166, 1.2523947E7, 500.0, 450.00598, 0.0, -0.051063806,0.0, -2.3242269
2.820017, 1.2524558E7, 500.0, 450.0048, 0.0, -0.061360903,0.0, 0.11576042
2.8400176, 1.2525046E7, 500.0, 450.00385, 0.0, -0.027547847,0.0, 2.1160502
2.860018, 1.2525077E7, 500.0, 450.00378, 0.0, 0.020639844,0.0, 2.33991
2.8800185, 1.2524695E7, 500.0, 450.00452, 0.0, 0.04672203,0.0, 0.84587973
2.900019, 1.2524236E7, 500.0, 450.0054, 0.0, 0.036013618,0.0, -0.97071826
2.9200194, 1.2524038E7, 500.0, 450.0058, 0.0, 0.0023549637,0.0, -1.8275667
2.9400198, 1.2524191E7, 500.0, 450.00552, 0.0, -0.028058063,0.0, -1.3126115
2.9600203, 1.2524542E7, 500.0, 450.00482, 0.0, -0.03413841,0.0, 0.07458925
2.9800208, 1.2524817E7, 500.0, 450.0043, 0.0, -0.015028931,0.0, 1.1834421
3.0000212, 1.2524833E7, 500.0, 450.00424, 0.0, 0.011844212,0.0, 1.3344853
3.0200217, 1.2524634E7, 500.0, 450.00464, 0.0, 0.027859565,0.0, 0.5620702
3.0400221, 1.2524358E7, 500.0, 450.0052, 0.0, 0.022251872,0.0, -0.5346943
3.0600226, 1.2524221E7, 500.0, 450.00546, 0.0, 0.0019839257,0.0, -1.124428
3.080023, 1.2524297E7, 500.0, 450.00528, 0.0, -0.017306084,0.0, -0.83294964
3.1000235, 1.2524527E7, 500.0, 450.00485, 0.0, -0.021186836,0.0, 0.027733635
3.120024, 1.2524695E7, 500.0, 450.00452, 0.0, -0.009456048,0.0, 0.75334704
3.1400244, 1.2524695E7, 500.0, 450.00452, 0.0, 0.007250022,0.0, 0.80101025
3.160025, 1.2524573E7, 500.0, 450.00476, 0.0, 0.016563645,0.0, 0.3397682
3.1800253, 1.2524404E7, 500.0, 450.0051, 0.0, 0.012462341,0.0, -0.38711643
3.2000258, 1.2524327E7, 500.0, 450.00522, 0.0, -8.266629E-5,0.0, -0.66254336
3.2200263, 1.2524389E7, 500.0, 450.0051, 0.0, -0.010496716,0.0, -0.44624013
3.2400267, 1.2524527E7, 500.0, 450.00485, 0.0, -0.011539071,0.0, 0.07191222
3.2600272, 1.2524619E7, 500.0, 450.00467, 0.0, -0.004003472,0.0, 0.45257482
3.2800276, 1.2524603E7, 500.0, 450.0047, 0.0, 0.005119064,0.0, 0.43760127
3.300028, 1.2524542E7, 500.0, 450.00485, 0.0, 0.009459211,0.0, 0.14736213
3.3200285, 1.2524451E7, 500.0, 450.005, 0.0, 0.0063802623,0.0, -0.20815344
3.340029, 1.252442E7, 500.0, 450.00507, 0.0, -2.9203447E-4,0.0, -0.3419028
3.3600295, 1.2524451E7, 500.0, 450.005, 0.0, -0.005763579,0.0, -0.23154871
3.38003, 1.2524512E7, 500.0, 450.00488, 0.0, -0.006445668,0.0, 0.028232038
3.4000304, 1.2524573E7, 500.0, 450.00476, 0.0, -0.0025158613,0.0, 0.2496123
3.4200308, 1.2524573E7, 500.0, 450.00476, 0.0, 0.003020726,0.0, 0.26576734
3.4400313, 1.2524512E7, 500.0, 450.00488, 0.0, 0.0055508493,0.0, 0.05285399
3.4600317, 1.2524451E7, 500.0, 450.005, 0.0, 0.0030605653,0.0, -0.18051234
3.4800322, 1.2524451E7, 500.0, 450.005, 0.0, -0.0013846254,0.0, -0.20575476
3.5000327, 1.2524481E7, 500.0, 450.00494, 0.0, -0.0044391295,0.0, -0.11552589
3.5200331, 1.2524542E7, 500.0, 450.00482, 0.0, -0.003061462,0.0, 0.12710449
3.5400336, 1.2524542E7, 500.0, 450.00482, 0.0, 4.3557823E-4,0.0, 0.1602416
3.560034, 1.2524542E7, 500.0, 450.00482, 0.0, 0.0032803523,0.0, 0.1365549
3.5800345, 1.2524481E7, 500.0, 450.00494, 0.0, 0.0033812257,0.0, -0.05613157
3.600035, 1.2524466E7, 500.0, 450.00497, 0.0, 2.816649E-4,0.0, -0.1561036
3.6200354, 1.2524466E7, 500.0, 450.00497, 0.0, -0.002489647,0.0, -0.13302857
3.6400359, 1.2524512E7, 500.0, 450.00488, 0.0, -0.0035257603,0.0, 0.0039197328
3.6600363, 1.2524527E7, 500.0, 450.00485, 0.0, -0.0012122581,0.0, 0.1104368
3.6800368, 1.2524527E7, 500.0, 450.00485, 0.0, 7.483297E-4,0.0, 0.094112165
3.7000372, 1.2524527E7, 500.0, 450.00485, 0.0, 0.0024191057,0.0, 0.08020063
