t, E, sx, sy, vx, vy, ax, ay
0.016, 1.8244544E8, 500.0, 406.13284, 0.0, 9713.791,0.0, 413621.4
0.032, 1.08562624E8, 500.0, 570.98083, 0.0, 10197.905,0.0, 99063.76
0.048000004, 1.64669152E8, 500.0, 688.21606, 0.0, 4265.476,0.0, -605761.06
0.064, 1.91565616E8, 500.0, 645.66815, 0.0, -6598.077,0.0, -610292.6
0.080000006, 1.01790744E8, 500.0, 492.52484, 0.0, -9833.889,0.0, 90707.74
0.09600001, 1.54284E8, 500.0, 335.0739, 0.0, -8176.957,0.0, 411101.12
0.11200001, 2.11115264E8, 500.0, 310.48618, 0.0, 2932.9895,0.0, 756238.75
0.128, 1.59008384E8, 500.0, 447.18637, 0.0, 10652.239,0.0, 227122.69
0.14399998, 1.23100432E8, 500.0, 610.5015, 0.0, 9896.914,0.0, -104559.59
0.15999995, 1.82337184E8, 500.0, 695.87585, 0.0, 1540.2131,0.0, -698565.3
0.17599992, 1.819624E8, 500.0, 612.612, 0.0, -8597.061,0.0, -484991.4
0.1919999, 1.16865248E8, 500.0, 448.96744, 0.0, -10795.663,0.0, -210740.62
0.20799987, 1.73401824E8, 500.0, 309.87878, 0.0, -5886.6846,0.0, 582882.1
0.22399984, 2.15483184E8, 500.0, 332.78027, 0.0, 5827.6274,0.0, 702661.0
0.23999982, 1.30287408E8, 500.0, 491.19647, 0.0, 10804.881,0.0, 10125.005
0.2559998, 1.37997616E8, 500.0, 646.84076, 0.0, 8663.897,0.0, -310916.1
0.27199984, 1.95308672E8, 500.0, 690.5341, 0.0, -1493.0305,0.0, -732521.3
0.28799987, 1.6060984E8, 500.0, 571.7645, 0.0, -9923.936,0.0, -307291.53
0.3039999, 1.28829952E8, 500.0, 404.4762, 0.0, -10722.225,0.0, 13184.392
0.31999993, 1.8991688E8, 500.0, 297.81818, 0.0, -2965.0308,0.0, 701618.25
0.33599997, 2.05005232E8, 500.0, 367.093, 0.0, 8219.903,0.0, 578942.94
0.352, 9.8335608E7, 500.0, 532.21515, 0.0, 9902.178,0.0, -213022.42
0.36800003, 1.51189344E8, 500.0, 673.04865, 0.0, 6612.765,0.0, -482978.16
0.38400006, 1.9713224E8, 500.0, 671.63336, 0.0, -4321.3657,0.0, -694584.3
0.4000001, 1.30225104E8, 500.0, 529.60547, 0.0, -10259.758,0.0, -103212.85
0.41600013, 1.3928464E8, 500.0, 366.30585, 0.0, -9710.102,0.0, 224278.44
0.43200016, 2.01011792E8, 500.0, 299.76358, 0.0, 64.968994,0.0, 752491.4
0.4480002, 1.82689584E8, 500.0, 406.90518, 0.0, 9764.93,0.0, 410782.53
0.46400023, 1.08417424E8, 500.0, 571.86896, 0.0, 10176.093,0.0, 94186.74
0.48000026, 1.64518144E8, 500.0, 688.1933, 0.0, 4195.9355,0.0, -607037.94
0.4960003, 1.90749168E8, 500.0, 644.76086, 0.0, -6634.9546,0.0, -606493.5
0.5120003, 1.00754976E8, 500.0, 491.78186, 0.0, -9795.471,0.0, 95191.08
0.52800035, 1.53151344E8, 500.0, 335.35422, 0.0, -8107.656,0.0, 411085.56
0.5440004, 2.09427696E8, 500.0, 311.4657, 0.0, 2953.0579,0.0, 751742.44
