t, E, sx, sy, vx, vy, ax, ay, ts
0.053999964, 1.98067232E8, 500.0, 699.0273, 0.0, 54.84211,0.0, -742990.7, 0.001
0.054999962, 1.97908992E8, 500.0, 698.70966, 0.0, -689.8006,0.0, -745126.6, 0.001
0.05599996, 1.97379168E8, 500.0, 697.64874, 0.0, -1430.9957,0.0, -743538.44, 0.001
0.05699996, 1.96480256E8, 500.0, 695.85, 0.0, -2165.0383,0.0, -738233.9, 0.001
0.057999957, 1.95216976E8, 500.0, 693.32227, 0.0, -2888.2603,0.0, -729240.06, 0.001
0.058999956, 1.93595488E8, 500.0, 690.0782, 0.0, -3597.0469,0.0, -716601.5, 0.001
0.059999954, 1.91623872E8, 500.0, 686.1341, 0.0, -4287.8555,0.0, -700381.1, 0.001
0.060999952, 1.8931216E8, 500.0, 681.5096, 0.0, -4957.234,0.0, -680660.7, 0.001
0.06199995, 1.86671616E8, 500.0, 676.2278, 0.0, -5601.8364,0.0, -657538.1, 0.001
0.06299995, 1.8371552E8, 500.0, 670.3151, 0.0, -6218.4404,0.0, -631129.1, 0.001
0.06399995, 1.8045872E8, 500.0, 663.8012, 0.0, -6803.9653,0.0, -601565.8, 0.001
0.06499995, 1.76917632E8, 500.0, 656.71857, 0.0, -7355.4844,0.0, -568996.25, 0.001
0.065999955, 1.73109792E8, 500.0, 649.10254, 0.0, -7870.242,0.0, -533583.0, 0.001
0.06699996, 1.6905424E8, 500.0, 640.9912, 0.0, -8345.665,0.0, -495502.88, 0.001
0.06799996, 1.64771232E8, 500.0, 632.4251, 0.0, -8779.377,0.0, -454946.25, 0.001
0.06899996, 1.60282048E8, 500.0, 623.447, 0.0, -9169.209,0.0, -412115.75, 0.001
0.06999996, 1.55609328E8, 500.0, 614.1019, 0.0, -9513.215,0.0, -367225.28, 0.001
0.070999965, 1.50776432E8, 500.0, 604.43646, 0.0, -9809.675,0.0, -320499.84, 0.001
0.07199997, 1.45807424E8, 500.0, 594.49896, 0.0, -10057.106,0.0, -272172.5, 0.001
0.07299997, 1.40727168E8, 500.0, 584.339, 0.0, -10254.274,0.0, -222485.02, 0.001
0.07399997, 1.35561008E8, 500.0, 574.00745, 0.0, -10400.191,0.0, -171685.16, 0.001
0.07499997, 1.30334832E8, 500.0, 563.5559, 0.0, -10494.13,0.0, -120027.43, 0.001
0.075999975, 1.25074752E8, 500.0, 553.0367, 0.0, -10535.618,0.0, -67769.734, 0.001
0.07699998, 1.1980712E8, 500.0, 542.50226, 0.0, -10524.451,0.0, -15173.609, 0.001
0.07799998, 1.145582E8, 500.0, 532.0053, 0.0, -10460.685,0.0, 37498.508, 0.001
0.07899998, 1.09354256E8, 500.0, 521.59827, 0.0, -10344.636,0.0, 89983.26, 0.001
