 n,col2
 1000,15.5
 1099,6
 1199,6.857142857142857
 1299,7.423076923076923
 1399,7.875
 1499,10.133333333333333
 1599,9.642857142857142
 1699,12.833333333333334
 1799,12.090909090909092
 1899,12.5
 1999,13.818181818181818
 2099,15.25
 2199,18.3
 2299,18.555555555555557
 2399,19.25
 2499,21.125
 2599,22.571428571428573
 2699,23.625
 2799,25.625
 2899,28.333333333333332
 2999,32.166666666666664
 3099,32.666666666666664
 3199,34.2
 3299,37.2
 3399,39.2
 3499,41
 3599,43.8
 3699,45.75
 3799,49
 3899,51.333333333333336
 3999,54
 4099,56.75
 4199,58.666666666666664
 4299,62
 4399,64.33333333333333
 4499,66
 4599,70
 4699,74.5
 4799,78
 4899,80
 4999,82.33333333333333
 5099,84.5
 5199,86.5
 5299,90.5
 5399,97
 5499,98
 5599,101
 5699,106
 5799,108.5
 5899,114.5
 5999,119
 6099,130
 6199,129.5
 6299,127
 6399,132
 6499,137
 6599,138
 6699,143.5
 6799,148
 6899,153
 6999,158
 7099,158
 7199,164
 7299,170
 7399,174
 7499,178
 7599,187
 7699,188
 7799,201
 7899,199
 7999,203
 8099,208
 8199,216
 8299,226
 8399,228
 8499,230
 8599,247.5
 8699,240
 8799,246
 8899,256
 8999,262
 9099,263
 9199,274
 9299,278
 9399,284
 9498,288
 9598,294
 9698,301
 9797,311
 9896,313
 9992,320
 9994,322
 10084,329.3706293706294
 10085,335
 10087,333.8333333333333
 10089,325
 10092,324
