t, n, Tsim, deviation, collisionCount
0.05, 10,1.0,0,1
0.6500001, 10,0.0,0,1
2.249999, 10,0.0,0,2
2.299999, 10,0.0,0,1
15.750042, 10,0.0,0,1
15.800042, 10,0.0,0,1
16.250038, 10,0.0,0,2
16.300037, 10,1.0,0,2
16.350037, 10,1.0,0,1
17.800014, 10,0.0,0,2
17.850014, 10,0.0,0,1
18.10001, 10,0.0,0,2
18.15001, 10,0.0,0,2
18.200008, 10,1.0,0,1
19.099995, 10,0.0,0,1
21.299961, 10,0.0,0,2
21.34996, 10,0.0,0,1
26.64988, 10,0.0,0,1
29.84983, 10,0.0,0,2
29.89983, 10,0.0,0,1
33.89977, 10,0.0,0,1
42.499638, 10,0.0,0,2
42.549637, 10,0.0,0,1
50.999508, 10,0.0,0,2
51.049507, 10,0.0,0,1
62.74933, 10,0.0,0,2
62.799328, 10,0.0,0,1
64.649345, 10,0.0,0,2
64.69935, 10,0.0,0,2
64.74935, 10,0.0,0,1
67.1495, 10,0.0,0,1
77.30012, 10,0.0,0,1
82.500435, 10,0.0,0,1
85.00059, 10,0.0,0,2
85.05059, 10,0.0,0,1
85.10059, 10,0.0,0,1
94.151146, 10,0.0,0,2
94.20115, 10,0.0,0,1
108.50202, 10,0.0,0,1
109.95211, 10,0.0,0,2
110.00211, 10,0.0,0,1
116.65252, 10,0.0,0,2
116.70252, 10,0.0,0,2
116.752525, 10,0.0,0,2
116.80253, 10,0.0,0,2
116.85253, 10,0.0,0,1
127.25317, 10,0.0,0,1
127.95321, 10,0.0,0,1
138.70386, 10,0.0,0,1
145.45427, 10,0.0,0,2
145.50427, 10,0.0,0,1
151.00461, 10,0.0,0,2
151.05461, 10,0.0,0,2
151.10461, 10,0.0,0,2
151.15462, 10,0.0,0,2
151.20462, 10,0.0,0,1
153.30475, 10,0.0,0,1
153.65477, 10,0.0,0,1
157.20499, 10,0.0,0,2
157.25499, 10,0.0,0,1
161.90527, 10,0.0,0,2
161.95528, 10,0.0,0,2
162.00528, 10,0.0,0,2
162.05528, 10,0.0,0,2
162.10529, 10,0.0,0,2
162.15529, 10,0.0,0,2
162.20529, 10,1.0,0,1
