t, n, Tsim, deviation, collisionCount
54.649452, 40,0.0,1,8
54.69945, 40,0.0,2,4
54.74945, 40,0.0,1,5
54.79945, 40,0.0,0,2
54.949448, 40,0.0,0,1
54.999447, 40,0.0,0,2
55.049446, 40,0.0,0,1
55.299442, 40,0.0,0,1
55.49944, 40,0.0,0,1
55.54944, 40,0.0,0,2
55.599438, 40,0.0,0,2
56.14943, 40,0.0,0,1
56.449425, 40,0.0,0,1
56.69942, 40,0.0,0,1
57.749405, 40,0.0,0,1
58.399395, 40,0.0,0,1
58.449394, 40,0.0,0,1
58.599392, 40,0.0,0,3
58.64939, 40,0.0,0,3
58.69939, 40,0.0,0,2
58.74939, 40,0.0,0,2
58.79939, 40,0.0,0,2
58.84939, 40,0.0,0,1
58.899387, 40,0.0,0,1
59.199383, 40,0.0,0,3
59.49938, 40,0.0,0,3
59.549377, 40,0.0,0,4
59.599377, 40,0.0,0,1
59.799374, 40,0.0,0,2
59.849373, 40,0.0,0,2
59.899372, 40,0.0,0,2
59.94937, 40,0.0,0,2
59.99937, 40,0.0,0,1
60.04937, 40,0.0,0,1
60.09937, 40,0.0,0,3
60.14937, 40,0.0,0,2
60.199368, 40,0.0,0,4
60.249367, 40,0.0,0,4
60.299366, 40,0.0,0,4
60.349365, 40,0.0,0,7
60.399364, 40,0.0,0,4
60.449364, 40,0.0,0,1
60.499363, 40,0.0,0,1
60.64936, 40,0.0,0,2
60.69936, 40,0.0,0,1
61.099354, 40,0.0,0,2
61.149353, 40,0.0,0,2
61.199352, 40,0.0,0,2
61.24935, 40,0.0,0,2
61.29935, 40,0.0,0,2
61.34935, 40,0.0,0,1
62.04934, 40,0.0,0,1
62.149338, 40,0.0,0,2
62.199337, 40,0.0,0,2
62.249336, 40,0.0,0,2
62.399334, 40,0.0,0,2
62.449333, 40,0.0,0,2
62.499332, 40,0.0,0,1
62.64933, 40,0.0,0,2
62.69933, 40,0.0,0,1
62.949326, 40,0.0,0,1
63.24932, 40,0.0,0,2
63.29932, 40,0.0,0,2
63.34932, 40,0.0,0,1
63.599316, 40,0.0,0,2
63.649315, 40,0.0,0,2
63.699314, 40,0.0,0,2
63.749313, 40,0.0,0,4
63.94931, 40,1.0,0,4
63.99931, 40,0.0,0,4
64.04931, 40,0.0,0,3
64.09931, 40,0.0,0,2
64.149315, 40,0.0,0,2
64.19932, 40,0.0,0,2
64.299324, 40,0.0,0,2
64.34933, 40,0.0,0,2
64.59934, 40,0.0,0,2
64.649345, 40,0.0,0,2
64.69935, 40,0.0,0,5
64.74935, 40,0.0,0,4
64.799355, 40,0.0,0,3
64.84936, 40,0.0,0,3
64.89936, 40,0.0,0,1
65.09937, 40,0.0,0,1
65.39939, 40,0.0,0,2
65.449394, 40,0.0,0,4
65.4994, 40,0.0,0,1
66.69947, 40,0.0,0,1
66.79948, 40,0.0,0,1
66.84948, 40,0.0,0,1
66.949486, 40,0.0,0,3
66.99949, 40,0.0,0,1
67.099495, 40,0.0,0,1
67.749535, 40,0.0,0,2
67.79954, 40,0.0,0,1
67.89954, 40,0.0,0,2
67.94955, 40,0.0,0,2
67.99955, 40,0.0,0,1
69.09962, 40,0.0,0,1
69.29963, 40,0.0,0,1
70.09968, 40,0.0,0,2
70.24969, 40,0.0,0,1
70.34969, 40,0.0,0,1
70.59971, 40,0.0,0,1
70.64971, 40,0.0,0,1
71.049736, 40,0.0,0,1
71.349754, 40,0.0,0,1
71.64977, 40,0.0,0,2
71.699776, 40,0.0,0,2
71.74978, 40,0.0,0,1
72.0498, 40,0.0,0,2
72.0998, 40,0.0,0,1
72.29981, 40,0.0,0,4
72.349815, 40,0.0,0,5
72.39982, 40,0.0,0,4
72.44982, 40,0.0,0,3
72.499825, 40,0.0,0,1
73.149864, 40,0.0,0,1
73.29987, 40,0.0,0,1
73.44988, 40,0.0,0,1
73.59989, 40,0.0,0,2
73.649895, 40,0.0,0,4
73.6999, 40,0.0,0,3
73.7499, 40,0.0,0,2
73.799904, 40,0.0,0,1
74.39994, 40,0.0,0,1
75.950035, 40,0.0,0,1
76.00004, 40,0.0,0,3
76.05004, 40,0.0,0,2
76.15005, 40,0.0,0,2
76.20005, 40,0.0,0,2
76.25005, 40,0.0,0,2
76.55007, 40,0.0,0,2
76.600075, 40,0.0,0,2
76.65008, 40,0.0,0,3
76.80009, 40,0.0,0,2
76.85009, 40,0.0,0,2
76.90009, 40,0.0,0,2
76.950096, 40,0.0,0,3
77.0001, 40,0.0,0,2
77.0501, 40,0.0,0,2
77.100105, 40,0.0,0,4
77.15011, 40,0.0,0,4
77.20011, 40,0.0,0,2
77.45013, 40,0.0,0,1
77.55013, 40,0.0,0,2
77.600136, 40,0.0,0,1
77.95016, 40,0.0,0,1
78.00016, 40,0.0,0,1
78.400185, 40,0.0,0,1
78.50019, 40,0.0,0,1
78.6002, 40,0.0,0,2
78.6502, 40,0.0,0,1
78.750206, 40,0.0,0,1
79.900276, 40,0.0,0,2
79.95028, 40,0.0,0,2
80.00028, 40,0.0,0,1
80.60032, 40,0.0,0,1
80.80033, 40,0.0,0,1
80.850334, 40,0.0,0,2
80.90034, 40,0.0,0,1
82.45043, 40,0.0,0,1
82.55044, 40,0.0,0,1
82.60044, 40,0.0,0,1
82.650444, 40,0.0,0,1
82.70045, 40,0.0,0,1
82.75045, 40,0.0,0,3
82.80045, 40,0.0,0,3
82.85046, 40,0.0,0,3
82.90046, 40,0.0,0,5
82.95046, 40,0.0,0,5
83.000465, 40,0.0,0,3
83.05047, 40,0.0,0,2
83.30048, 40,0.0,0,1
83.35049, 40,0.0,0,1
83.45049, 40,0.0,0,1
83.650505, 40,0.0,0,2
83.70051, 40,0.0,0,2
83.800514, 40,0.0,0,4
83.85052, 40,0.0,0,2
84.05053, 40,0.0,0,3
84.10053, 40,0.0,0,1
84.20054, 40,0.0,0,2
84.25054, 40,0.0,0,1
84.40055, 40,0.0,0,1
84.50056, 40,0.0,0,1
85.00059, 40,0.0,0,1
85.35061, 40,0.0,0,1
85.50062, 40,0.0,0,1
85.75063, 40,0.0,0,1
85.80064, 40,0.0,0,1
86.05065, 40,0.0,0,1
86.100655, 40,0.0,0,1
86.20066, 40,0.0,0,2
86.25066, 40,0.0,0,1
86.9007, 40,0.0,0,2
86.95071, 40,0.0,0,1
87.20072, 40,0.0,0,1
87.45074, 40,0.0,0,1
87.55074, 40,0.0,0,2
87.600746, 40,0.0,0,1
89.95089, 40,0.0,0,2
90.00089, 40,0.0,0,2
90.050896, 40,0.0,0,1
