t, E, n
1.6799988, 23139.816, 336
1.6899987, 23311.322, 338
1.6999987, 23483.922, 340
1.7099987, 23657.365, 342
1.7199987, 23832.725, 344
1.7299987, 24009.883, 346
1.7399987, 24189.006, 348
1.7499987, 24370.418, 350
1.7599987, 24553.508, 352
1.7699987, 24737.846, 354
1.7799987, 24923.443, 356
1.7899987, 25109.648, 358
1.7999986, 25297.584, 360
1.8099986, 25487.209, 362
1.8199986, 25678.092, 364
1.8299986, 25870.867, 366
1.8399986, 26065.9, 368
1.8499986, 26262.988, 370
1.8599986, 26461.766, 372
1.8699986, 26662.29, 374
1.8799986, 26865.229, 376
1.8899986, 27069.992, 378
1.8999985, 27276.895, 380
1.9099985, 27485.64, 382
1.9199985, 27695.592, 384
1.9299985, 27908.068, 386
1.9399985, 28122.42, 388
1.9499985, 28338.756, 390
1.9599985, 28557.076, 392
1.9699985, 28778.254, 394
1.9799985, 29001.027, 396
1.9899985, 29225.186, 398
1.9999985, 29451.824, 400
2.0099986, 29679.979, 402
2.0199986, 29909.893, 404
2.0299985, 30141.936, 406
2.0399985, 30376.7, 408
2.0499985, 30613.719, 410
2.0599985, 30852.969, 412
2.0699985, 31094.209, 414
2.0799985, 31338.041, 416
2.0899985, 31583.693, 418
2.0999985, 31831.576, 420
2.1099985, 32081.078, 422
2.1199985, 32332.352, 424
2.1299984, 32585.512, 426
2.1399984, 32841.207, 428
2.1499984, 33099.855, 430
2.1599984, 33359.855, 432
2.1699984, 33622.83, 434
2.1799984, 33888.656, 436
2.1899984, 34157.254, 438
2.1999984, 34427.953, 440
2.2099984, 34701.465, 442
2.2199984, 34977.49, 444
2.2299984, 35256.383, 446
2.2399983, 35537.27, 448
2.2499983, 35820.707, 450
2.2599983, 36105.926, 452
2.2699983, 36394.21, 454
2.2799983, 36685.055, 456
2.2899983, 36977.848, 458
2.2999983, 37272.89, 460
2.3099983, 37569.867, 462
2.3199983, 37869.8, 464
2.3299983, 38172.85, 466
2.3399982, 38478.31, 468
2.3499982, 38786.09, 470
2.3599982, 39096.465, 472
2.3699982, 39408.93, 474
2.3799982, 39724.023, 476
2.3899982, 40041.55, 478
2.3999982, 40362.07, 480
2.4099982, 40685.54, 482
2.4199982, 41010.777, 484
2.4299982, 41338.293, 486
2.4399981, 41669.44, 488
2.4499981, 42003.85, 490
2.4599981, 42341.637, 492
2.4699981, 42682.273, 494
2.479998, 43026.57, 496
2.489998, 43372.746, 498
2.499998, 43721.56, 500
2.509998, 44073.31, 502
2.519998, 44428.477, 504
2.529998, 44786.805, 506
2.539998, 45147.934, 508
2.549998, 45512.176, 510
2.559998, 45879.14, 512
2.569998, 46248.957, 514
2.579998, 46622.035, 516
2.589998, 46998.305, 518
2.599998, 47378.035, 520
2.609998, 47761.414, 522
2.619998, 48148.465, 524
2.629998, 48538.92, 526
2.639998, 48932.418, 528
2.649998, 49328.09, 530
2.659998, 49727.0, 532
2.669998, 50128.582, 534
2.679998, 50533.29, 536
2.689998, 50940.79, 538
2.699998, 51351.69, 540
2.709998, 51765.35, 542
2.719998, 52181.254, 544
2.7299979, 52600.28, 546
2.7399979, 53022.6, 548
2.7499979, 53447.637, 550
2.7599978, 53875.785, 552
2.7699978, 54306.785, 554
2.7799978, 54739.812, 556
2.7899978, 55176.484, 558
2.7999978, 55616.664, 560
2.8099978, 56059.254, 562
2.8199978, 56505.07, 564
2.8299978, 56954.543, 566
2.8399978, 57406.86, 568
2.8499978, 57862.527, 570
2.8599977, 58321.668, 572
2.8699977, 58784.07, 574
2.8799977, 59249.85, 576
2.8899977, 59719.6, 578
2.8999977, 60192.613, 580
2.9099977, 60669.117, 582
2.9199977, 61148.926, 584
2.9299977, 61632.426, 586
2.9399977, 62119.18, 588
2.9499977, 62609.035, 590
2.9599977, 63102.695, 592
2.9699976, 63599.336, 594
2.9799976, 64099.453, 596
2.9899976, 64603.117, 598
2.9999976, 65110.863, 600
3.0099976, 65622.38, 602
3.0199976, 66137.1, 604
3.0299976, 66655.14, 606
3.0399976, 67176.69, 608
3.0499976, 67702.01, 610
3.0599976, 68231.33, 612
3.0699975, 68764.164, 614
3.0799975, 69300.6, 616
3.0899975, 69841.15, 618
3.0999975, 70384.79, 620
3.1099975, 70932.65, 622
3.1199975, 71482.87, 624
3.1299975, 72036.67, 626
3.1399975, 72594.4, 628
3.1499975, 73154.9, 630
3.1599975, 73719.195, 632
3.1699975, 74287.64, 634
3.1799974, 74858.88, 636
3.1899974, 75434.49, 638
3.1999974, 76014.28, 640
3.2099974, 76597.695, 642
3.2199974, 77184.9, 644
3.2299974, 77775.74, 646
3.2399974, 78371.39, 648
3.2499974, 78970.76, 650
3.2599974, 79573.266, 652
3.2699974, 80180.19, 654
3.2799973, 80791.016, 656
3.2899973, 81406.016, 658
3.2999973, 82024.11, 660
3.3099973, 82645.18, 662
3.3199973, 83270.32, 664
3.3299973, 83899.37, 666
3.3399973, 84531.805, 668
3.3499973, 85167.74, 670
3.3599973, 85807.52, 672
3.3699973, 86451.445, 674
3.3799973, 87098.33, 676
3.3899972, 87749.0, 678
3.3999972, 88403.73, 680
3.4099972, 89062.11, 682
3.4199972, 89724.41, 684
3.4299972, 90390.23, 686
3.4399972, 91060.35, 688
3.4499972, 91734.13, 690
3.4599972, 92410.89, 692
3.4699972, 93091.63, 694
3.4799972, 93776.64, 696
3.4899971, 94465.516, 698
3.4999971, 95158.61, 700
3.5099971, 95856.23, 702
3.5199971, 96558.125, 704
3.529997, 97264.56, 706
3.539997, 97974.36, 708
3.549997, 98687.62, 710
3.559997, 99405.94, 712
3.569997, 100128.31, 714
3.579997, 100854.31, 716
3.589997, 101585.07, 718
3.599997, 102320.18, 720
3.609997, 103059.32, 722
3.619997, 103802.58, 724
3.629997, 104550.33, 726
3.639997, 105302.195, 728
3.649997, 106058.75, 730
3.659997, 106819.07, 732
3.669997, 107583.28, 734
3.679997, 108352.11, 736
3.689997, 109125.54, 738
3.699997, 109903.516, 740
3.709997, 110686.01, 742
3.719997, 111472.92, 744
3.729997, 112263.65, 746
3.739997, 113058.86, 748
3.749997, 113858.83, 750
3.759997, 114662.82, 752
3.769997, 115471.51, 754
3.7799969, 116284.4, 756
3.7899969, 117101.88, 758
3.7999969, 117924.22, 760
3.8099968, 118749.75, 762
3.8199968, 119579.63, 764
3.8299968, 120413.59, 766
3.8399968, 121251.74, 768
3.8499968, 122093.734, 770
3.8599968, 122940.7, 772
3.8699968, 123792.664, 774
3.8799968, 124648.59, 776
3.8899968, 125509.08, 778
3.8999968, 126373.9, 780
3.9099967, 127242.61, 782
3.9199967, 128115.484, 784
3.9299967, 128992.44, 786
3.9399967, 129874.39, 788
3.9499967, 130760.3, 790
3.9599967, 131651.14, 792
3.9699967, 132546.3, 794
3.9799967, 133445.89, 796
3.9899967, 134350.12, 798
3.9999967, 135258.34, 800
4.009997, 136170.81, 802
4.019997, 137087.2, 804
4.0299973, 138007.88, 806
4.0399976, 138932.72, 808
4.049998, 139862.75, 810
4.059998, 140797.06, 812
4.0699983, 141736.14, 814
4.0799985, 142679.7, 816
4.0899987, 143628.47, 818
4.099999, 144582.48, 820
4.109999, 145540.88, 822
4.1199994, 146504.47, 824
4.1299996, 147472.53, 826
4.14, 148445.81, 828
4.15, 149423.92, 830
4.1600003, 150406.73, 832
4.1700006, 151394.56, 834
4.180001, 152386.3, 836
4.190001, 153383.2, 838
4.2000012, 154384.75, 840
4.2100015, 155390.66, 842
4.2200017, 156401.56, 844
4.230002, 157417.42, 846
4.240002, 158437.42, 848
4.2500024, 159462.47, 850
4.2600026, 160491.39, 852
4.270003, 161524.17, 854
4.280003, 162561.16, 856
4.2900033, 163602.45, 858
4.3000035, 164648.3, 860
4.3100038, 165698.75, 862
4.320004, 166754.64, 864
4.330004, 167815.11, 866
4.3400044, 168880.86, 868
4.3500047, 169951.97, 870
4.360005, 171027.6, 872
4.370005, 172108.64, 874
4.3800054, 173195.03, 876
4.3900056, 174286.52, 878
4.400006, 175382.9, 880
4.410006, 176484.14, 882
4.4200063, 177590.42, 884
4.4300065, 178702.14, 886
4.4400067, 179819.67, 888
4.450007, 180940.83, 890
4.460007, 182067.1, 892
4.4700074, 183197.83, 894
4.4800076, 184332.83, 896
4.490008, 185473.02, 898
4.500008, 186618.27, 900
4.5100083, 187767.53, 902
4.5200086, 188921.28, 904
4.530009, 190079.05, 906
4.540009, 191241.89, 908
4.5500093, 192409.31, 910
4.5600095, 193581.64, 912
4.5700097, 194759.31, 914
4.58001, 195942.34, 916
4.59001, 197129.45, 918
4.6000104, 198321.81, 920
4.6100106, 199519.22, 922
4.620011, 200721.62, 924
4.630011, 201928.53, 926
4.6400113, 203139.75, 928
4.6500115, 204356.69, 930
4.660012, 205578.7, 932
4.670012, 206806.19, 934
4.680012, 208037.84, 936
4.6900125, 209273.98, 938
4.7000127, 210515.39, 940
4.710013, 211761.1, 942
4.720013, 213012.02, 944
4.7300134, 214268.4, 946
4.7400136, 215528.98, 948
4.750014, 216795.77, 950
4.760014, 218066.52, 952
4.7700143, 219342.42, 954
4.7800145, 220623.61, 956
4.7900147, 221909.53, 958
4.800015, 223201.5, 960
4.810015, 224498.77, 962
4.8200154, 225801.25, 964
4.8300157, 227109.08, 966
4.840016, 228422.8, 968
4.850016, 229741.17, 970
4.8600163, 231065.33, 972
4.8700166, 232394.11, 974
4.880017, 233727.86, 976
4.890017, 235065.95, 978
4.9000173, 236408.7, 980
4.9100175, 237756.75, 982
4.9200177, 239109.84, 984
4.930018, 240467.27, 986
4.940018, 241829.88, 988
4.9500184, 243198.14, 990
4.9600186, 244572.02, 992
4.970019, 245951.38, 994
4.980019, 247336.22, 996
4.9900193, 248725.47, 998
5.0000196, 250119.95, 1000
5.01002, 250108.75, 1000
5.02002, 249816.34, 1000
5.03002, 249896.56, 1000
5.0400205, 249896.12, 1000
5.0500207, 249925.86, 1000
5.060021, 249911.27, 1000
5.070021, 249795.16, 1000
5.0800214, 249839.69, 1000
5.0900216, 249838.84, 1000
5.100022, 249780.19, 1000
5.110022, 249712.7, 1000
5.1200223, 249709.66, 1000
5.1300225, 249736.42, 1000
5.1400228, 249503.52, 1000
5.150023, 249608.25, 1000
5.160023, 249568.45, 1000
5.1700234, 249676.8, 1000
5.1800237, 249942.81, 1000
5.190024, 249718.5, 1000
5.200024, 249591.53, 1000
5.2100244, 249371.34, 1000
5.2200246, 249269.34, 1000
5.230025, 249389.31, 1000
5.240025, 249295.08, 1000
5.2500253, 249247.16, 1000
5.2600255, 249273.58, 1000
5.2700257, 248933.3, 1000
5.280026, 249243.2, 1000
5.290026, 249315.86, 1000
5.3000264, 249029.1, 1000
5.3100266, 249069.61, 1000
5.320027, 249007.75, 1000
5.330027, 248960.27, 1000
5.3400273, 248822.98, 1000
5.3500276, 248798.81, 1000
5.360028, 248736.89, 1000
5.370028, 248486.73, 1000
5.3800282, 248608.5, 1000
5.3900285, 248382.5, 1000
5.4000287, 248394.88, 1000
5.410029, 248212.48, 1000
5.420029, 248027.77, 1000
5.4300294, 247957.75, 1000
5.4400296, 248015.58, 1000
5.45003, 247926.52, 1000
5.46003, 248065.23, 1000
5.4700303, 248224.17, 1000
5.4800305, 248174.12, 1000
5.490031, 248233.4, 1000
5.500031, 248106.27, 1000
5.510031, 248187.42, 1000
5.5200315, 248276.75, 1000
5.5300317, 248413.97, 1000
5.540032, 248303.33, 1000
5.550032, 248550.22, 1000
5.5600324, 248564.36, 1000
5.5700326, 248645.95, 1000
5.580033, 248537.81, 1000
5.590033, 248416.45, 1000
5.6000333, 248278.31, 1000
5.6100335, 248462.44, 1000
5.6200337, 248407.44, 1000
5.630034, 248586.1, 1000
5.640034, 248469.73, 1000
5.6500344, 248468.7, 1000
5.6600347, 248446.4, 1000
5.670035, 248462.83, 1000
5.680035, 248646.69, 1000
5.6900353, 248918.14, 1000
5.7000356, 248913.14, 1000
5.710036, 249059.7, 1000
5.720036, 249093.33, 1000
5.7300363, 249142.62, 1000
5.7400365, 249355.0, 1000
5.7500367, 249619.42, 1000
5.760037, 249343.66, 1000
5.770037, 249565.92, 1000
5.7800374, 249699.56, 1000
5.7900376, 249613.61, 1000
5.800038, 249618.34, 1000
5.810038, 249671.56, 1000
5.8200383, 249554.47, 1000
5.8300385, 249484.11, 1000
5.840039, 249467.4, 1000
5.850039, 249443.62, 1000
5.860039, 249185.77, 1000
5.8700395, 249067.75, 1000
5.8800397, 249116.03, 1000
5.89004, 249114.52, 1000
5.90004, 249137.27, 1000
5.9100404, 249384.5, 1000
5.9200406, 249397.19, 1000
5.930041, 249603.5, 1000
5.940041, 249910.83, 1000
5.9500413, 250107.27, 1000
5.9600415, 249951.25, 1000
5.9700418, 250280.55, 1000
5.980042, 250209.42, 1000
5.990042, 250142.42, 1000
6.0000424, 250353.69, 1000
6.0100427, 250070.86, 1000
6.020043, 250107.58, 1000
6.030043, 250083.5, 1000
6.0400434, 250140.6, 1000
6.0500436, 250390.05, 1000
6.060044, 250278.45, 1000
6.070044, 250148.45, 1000
6.0800443, 250056.05, 1000
6.0900445, 249975.03, 1000
6.1000447, 250015.9, 1000
6.110045, 249887.86, 1000
6.120045, 249696.52, 1000
6.1300454, 249712.25, 1000
6.1400456, 249537.83, 1000
6.150046, 249538.7, 1000
6.160046, 249392.22, 1000
6.1700463, 249358.66, 1000
6.1800466
