t, E,n,m
8.940109,656511.6,894000,80
8.9501095,657193.8,895000,80
8.96011,657870.44,896000,80
8.97011,658542.75,897000,80
8.98011,659192.3,898000,80
8.99011,659887.56,899000,80
9.000111,660569.6,900000,80
9.010111,661253.44,901000,80
9.020111,661934.7,902000,80
9.030111,662618.1,903000,80
9.040112,663293.06,904000,80
9.050112,663963.6,905000,80
9.060112,664635.75,906000,80
9.070112,665307.0,907000,80
9.080112,665982.94,908000,80
9.090113,666650.25,909000,80
9.100113,667324.8,910000,80
9.110113,668013.5,911000,80
9.120113,668693.2,912000,80
9.130114,669368.75,913000,80
9.140114,670048.7,914000,80
9.150114,670702.1,915000,80
9.160114,671391.2,916000,80
9.1701145,672042.25,917000,80
9.180115,672715.94,918000,80
9.190115,673405.06,919000,80
9.200115,674080.9,920000,80
9.210115,674769.5,921000,80
9.220116,675411.75,922000,80
9.230116,676063.3,923000,80
9.240116,676746.56,924000,80
9.250116,677408.7,925000,80
9.260117,678065.06,926000,80
9.270117,678732.44,927000,80
9.280117,679409.2,928000,80
9.290117,680077.1,929000,80
9.3001175,680736.25,930000,80
9.310118,681411.75,931000,80
9.320118,682091.3,932000,80
9.330118,682764.5,933000,80
9.340118,683438.6,934000,80
9.350119,684107.4,935000,80
9.360119,684783.25,936000,80
9.370119,685456.44,937000,80
9.380119,686149.75,938000,80
9.39012,686825.9,939000,80
9.40012,687481.3,940000,80
9.41012,688154.56,941000,80
9.42012,688827.3,942000,80
9.43012,689509.3,943000,80
9.440121,690158.75,944000,80
9.450121,690815.94,945000,80
9.460121,691479.7,946000,80
9.470121,692137.94,947000,80
9.480122,692810.0,948000,80
9.490122,693475.2,949000,80
9.500122,694142.8,950000,80
9.510122,694814.8,951000,80
9.520123,695489.2,952000,80
9.530123,696157.8,953000,80
9.540123,696831.8,954000,80
9.550123,697491.0,955000,80
9.560123,698147.5,956000,80
9.570124,698807.0,957000,80
9.580124,699459.94,958000,80
9.590124,700117.1,959000,80
9.600124,700775.94,960000,80
9.610125,701432.3,961000,80
9.620125,702095.1,962000,80
9.630125,702757.6,963000,80
9.640125,703414.4,964000,80
9.6501255,704070.0,965000,80
9.660126,704720.2,966000,80
9.670126,705368.3,967000,80
9.680126,706027.5,968000,80
9.690126,706686.75,969000,80
9.700127,707349.3,970000,80
9.710127,708005.94,971000,80
9.720127,708662.8,972000,80
9.730127,709322.9,973000,80
9.740128,709968.5,974000,80
9.750128,710624.5,975000,80
9.760128,711272.9,976000,80
9.770128,711922.2,977000,80
9.7801285,712573.3,978000,80
9.790129,713221.7,979000,80
9.800129,713875.75,980000,80
9.810129,714531.06,981000,80
9.820129,715188.9,982000,80
9.83013,715845.7,983000,80
9.84013,716494.25,984000,80
9.85013,717145.56,985000,80
9.86013,717790.56,986000,80
9.870131,718433.56,987000,80
9.880131,719071.7,988000,80
9.890131,719722.1,989000,80
9.900131,720367.9,990000,80
9.910131,721013.2,991000,80
9.920132,721653.44,992000,80
9.930132,722291.5,993000,80
9.940132,722933.44,994000,80
9.950132,723573.2,995000,80
9.960133,724215.1,996000,80
9.970133,724865.0,997000,80
9.980133,725516.94,998000,80
9.990133,726160.9,999000,83
10.0001335,726811.3,1000000,83
10.010134,727454.44,1001000,83
10.020134,728107.4,1002000,83
10.030134,728751.1,1003000,83
10.040134,729387.2,1004000,83
10.050135,730025.8,1005000,83
10.060135,730666.44,1006000,83
10.070135,731308.8,1007000,83
10.080135,731955.0,1008000,83
10.090136,732597.3,1009000,83
10.100136,733236.2,1010000,83
10.110136,733877.06,1011000,83
10.120136,734523.2,1012000,83
10.1301365,735159.6,1013000,83
10.140137,735804.0,1014000,83
10.150137,736446.25,1015000,83
10.160137,737092.1,1016000,83
10.170137,737737.2,1017000,83
10.180138,738388.0,1018000,83
10.190138,739035.6,1019000,83
10.200138,739676.1,1020000,83
10.210138,740312.5,1021000,83
10.220139,740957.25,1022000,83
10.230139,741591.1,1023000,83
10.240139,742227.2,1024000,83
10.250139,742872.8,1025000,83
10.260139,743518.75,1026000,83
10.27014,744156.1,1027000,83
10.28014,744783.3,1028000,83
10.29014,745421.3,1029000,83
10.30014,746052.44,1030000,83
10.310141,746689.9,1031000,83
10.320141,747317.75,1032000,83
10.330141,747956.2,1033000,83
10.340141,748595.06,1034000,83
10.350142,749227.0,1035000,83
10.360142,749863.8,1036000,83
10.370142,750503.25,1037000,83
10.380142,751136.5,1038000,83
10.390142,751772.3,1039000,83
10.400143,752412.06,1040000,83
10.410143,753043.5,1041000,83
10.420143,753680.0,1042000,83
10.430143,754316.9,1043000,83
10.440144,754960.3,1044000,83
10.450144,755597.4,1045000,83
10.460144,756234.8,1046000,83
10.470144,756869.2,1047000,83
10.4801445,757502.1,1048000,83
10.490145,758132.6,1049000,83
10.500145,758762.4,1050000,83
10.510145,759392.1,1051000,83
10.520145,760020.3,1052000,83
10.530146,760659.94,1053000,83
10.540146,761300.5,1054000,83
10.550146,761932.56,1055000,83
10.560146,762568.25,1056000,83
10.570147,763197.75,1057000,83
10.580147,763829.25,1058000,83
10.590147,764454.5,1059000,83
10.600147,765081.6,1060000,83
10.610147,765715.7,1061000,83
10.620148,766353.4,1062000,83
10.630148,766985.1,1063000,83
10.640148,767611.5,1064000,83
10.650148,768246.0,1065000,83
10.660149,768870.4,1066000,83
10.670149,769497.9,1067000,83
10.680149,770123.75,1068000,83
10.690149,770749.4,1069000,83
10.70015,771378.6,1070000,83
10.71015,772011.9,1071000,83
10.72015,772643.9,1072000,83
10.73015,773279.2,1073000,83
10.74015,773913.94,1074000,83
10.750151,774543.0,1075000,83
10.760151,775173.5,1076000,83
10.770151,775794.9,1077000,83
10.780151,776414.6,1078000,83
10.790152,777038.75,1079000,83
10.800152,777667.3,1080000,83
10.810152,778298.06,1081000,83
10.820152,778931.1,1082000,83
10.8301525,779562.5,1083000,83
10.840153,780188.56,1084000,83
10.850153,780814.8,1085000,83
10.860153,781434.1,1086000,83
10.870153,782057.3,1087000,83
10.880154,782682.9,1088000,83
10.890154,783317.2,1089000,83
10.900154,783946.06,1090000,83
10.910154,784580.25,1091000,83
10.920155,785202.6,1092000,83
10.930155,785814.44,1093000,83
10.940155,786436.44,1094000,83
10.950155,787065.0,1095000,83
10.9601555,787703.25,1096000,83
10.970156,788337.75,1097000,83
10.980156,788964.0,1098000,83
10.990156,789593.4,1099000,83
11.000156,790216.06,1100000,83
11.010157,790835.75,1101000,83
11.020157,791465.6,1102000,83
11.030157,792087.5,1103000,83
11.040157,792717.6,1104000,83
11.050158,793339.9,1105000,83
11.060158,793982.4,1106000,83
11.070158,794612.7,1107000,83
11.080158,795238.56,1108000,83
11.090158,795860.06,1109000,84
11.100159,796481.25,1110000,84
11.110159,797111.3,1111000,84
11.120159,797732.6,1112000,84
11.130159,798354.1,1113000,84
11.14016,798981.1,1114000,84
11.15016,799608.75,1115000,84
11.16016,800239.0,1116000,84
11.17016,800851.9,1117000,84
11.1801605,801472.0,1118000,84
11.190161,802096.25,1119000,84
11.200161,802717.25,1120000,84
11.210161,803342.5,1121000,84
11.220161,803967.75,1122000,84
11.230162,804595.94,1123000,84
11.240162,805216.4,1124000,84
11.250162,805836.94,1125000,84
11.260162,806448.94,1126000,84
11.270163,807069.06,1127000,84
11.280163,807682.56,1128000,84
11.290163,808304.06,1129000,84
11.300163,808932.1,1130000,84
11.3101635,809569.9,1131000,85
11.320164,810187.06,1132000,85
11.330164,810805.44,1133000,85
11.340164,811422.94,1134000,85
11.350164,812035.6,1135000,85
11.360165,812654.44,1136000,85
11.370165,813275.2,1137000,85
11.380165,813891.06,1138000,85
11.390165,814510.6,1139000,85
11.400166,815128.1,1140000,85
11.410166,815756.5,1141000,85
11.420166,816374.44,1142000,85
11.430166,816994.2,1143000,85
11.440166,817613.5,1144000,85
11.450167,818231.1,1145000,85
11.460167,818845.56,1146000,85
11.470167,819456.25,1147000,85
11.480167,820076.2,1148000,85
11.490168,820694.1,1149000,85
11.500168,821312.3,1150000,85
11.510168,821925.8,1151000,85
11.520168,822544.2,1152000,85
11.530169,823165.44,1153000,85
11.540169,823785.0,1154000,85
11.550169,824402.06,1155000,85
11.560169,825024.56,1156000,85
11.570169,825642.75,1157000,85
11.58017,826253.06,1158000,85
11.59017,826866.25,1159000,85
11.60017,827478.3,1160000,85
11.61017,828095.75,1161000,85
11.620171,828721.2,1162000,85
11.630171,829342.8,1163000,85
11.640171,829965.3,1164000,85
11.650171,830584.4,1165000,85
11.6601715,831207.0,1166000,85
11.670172,831816.0,1167000,85
11.680172,832429.6,1168000,85
11.690172,833046.44,1169000,85
11.700172,833655.06,1170000,85
11.710173,834276.6,1171000,85
11.720173,834887.44,1172000,85
11.730173,835500.94,1173000,85
11.740173,836115.4,1174000,85
11.750174,836733.75,1175000,85
11.760174,837348.5,1176000,85
11.770174,837956.4,1177000,85
11.780174,838570.4,1178000,85
11.7901745,839183.1,1179000,85
11.800175,839796.25,1180000,85
11.810175,840407.25,1181000,85
11.820175,841016.0,1182000,85
11.830175,841631.94,1183000,85
11.840176,842239.44,1184000,85
11.850176,842849.8,1185000,85
11.860176,843454.8,1186000,85
11.870176,844063.56,1187000,85
11.880177,844665.1,1188000,85
11.890177,845255.44,1189000,85
11.900177,845863.94,1190000,85
11.910177,846465.7,1191000,85
11.920177,847067.9,1192000,85
11.930178,847671.94,1193000,85
11.940178,848270.4,1194000,87
11.950178,848870.75,1195000,87
11.960178,849474.6,1196000,87
11.970179,850075.5,1197000,87
11.980179,850677.44,1198000,87
11.990179,851287.2,1199000,87
12.000179,851889.5,1200000,87
12.0101795,852491.9,1201000,88
12.02018,853101.2,1202000,88
12.03018,853701.56,1203000,88
12.04018,854303.8,1204000,88
12.05018,854901.9,1205000,88
12.060181,855496.8,1206000,88
12.070181,856096.44,1207000,88
12.080181,856687.3,1208000,88
12.090181,857288.1,1209000,88
12.100182,857894.9,1210000,88
12.110182,858493.56,1211000,88
12.120182,859103.5,1212000,88
12.130182,859704.56,1213000,88
12.1401825,860298.4,1214000,88
12.150183,860896.75,1215000,88
12.160183,861494.6,1216000,88
12.170183,862089.2,1217000,88
12.180183,862691.9,1218000,88
12.190184,863292.56,1219000,88
12.200184,863894.8,1220000,88
12.210184,864504.3,1221000,89
12.220184,865108.3,1222000,89
12.230185,865711.1,1223000,89
12.240185,866307.3,1224000,89
12.250185,866907.94,1225000,89
12.260185,867498.3,1226000,89
12.270185,868091.75,1227000,89
12.280186,868692.25,1228000,89
12.290186,869294.4,1229000,89
12.300186,869898.0,1230000,89
12.310186,870493.44,1231000,89
12.320187,871103.44,1232000,89
12.330187,871701.75,1233000,89
12.340187,872301.5,1234000,91
12.350187,872904.8,1235000,91
12.360188,873508.0,1236000,91
12.370188,874104.4,1237000,91
12.380188,874709.56,1238000,91
12.390188,875310.5,1239000,91
12.400188,875920.44,1240000,91
12.410189,876530.75,1241000,91
12.420189,877133.44,1242000,91
12.430189,877741.75,1243000,91
12.440189,878338.25,1244000,91
12.45019,878932.3,1245000,91
12.46019,879529.6,1246000,91
12.47019,880129.1,1247000,91
12.48019,880731.06,1248000,91
12.4901905,881332.94,1249000,91
12.500191,881923.3,1250000,91
12.510191,882527.7,1251000,91
12.520191,883122.4,1252000,91
12.530191,883715.75,1253000,91
12.540192,884305.25,1254000,91
12.550192,884897.2,1255000,91
12.560192,885499.1,1256000,91
12.570192,886102.25,1257000,91
12.580193,886702.06,1258000,91
12.590193,887304.6,1259000,92
12.600193,887907.44,1260000,92
12.610193,888501.7,1261000,92
12.6201935,889097.9,1262000,92
12.630194,889695.2,1263000,92
12.640194,890284.9,1264000,92
12.650194,890890.8,1265000,92
12.660194,891481.94,1266000,92
12.670195,892083.8,1267000,92
12.680195,892685.9,1268000,92
12.690195,893295.56,1269000,92
12.700195,893898.75,1270000,92
12.710196,894500.3,1271000,92
12.720196,895096.3,1272000,92
12.730196,895693.5,1273000,92
12.740196,896293.2,1274000,92
12.750196,896894.6,1275000,92
12.760197,897495.4,1276000,92
12.770197,898093.94,1277000,92
12.780197,898697.44,1278000,92
12.790197,899296.25,1279000,92
12.800198,899903.56,1280000,92
12.810198,900502.25,1281000,92
12.820198,901100.4,1282000,92
12.830198,901711.94,1283000,92
12.8401985,902309.1,1284000,92
12.850199,902906.56,1285000,92
12.860199,903518.2,1286000,92
12.870199,904119.3,1287000,92
12.880199,904717.3,1288000,92
12.8902,905323.75,1289000,92
12.9002,905928.5,1290000,92
12.9102,906523.44,1291000,92
12.9202,907121.0,1292000,92
12.930201,907731.0,1293000,92
12.940201,908328.3,1294000,92
12.950201,908931.0,1295000,92
12.960201,909530.75,1296000,93
12.9702015,910121.94,1297000,93
12.980202,910715.4,1298000,93
12.990202,911314.7,1299000,93
13.000202,911918.2,1300000,93
13.010202,912521.06,1301000,93
13.020203,913113.44,1302000,98
13.030203,913716.44,1303000,98
13.040203,914311.5,1304000,98
13.050203,914909.6,1305000,98
13.060204,915505.56,1306000,98
13.070204,916102.56,1307000,98
13.080204,916699.75,1308000,98
13.090204,917300.8,1309000,98
13.100204,917908.5,1310000,98
13.110205,918515.94,1311000,98
13.120205,919117.06,1312000,98
13.130205,919709.8,1313000,98
13.140205,920306.0,1314000,98
13.150206,920903.94,1315000,98
13.160206,921506.5,1316000,98
13.170206,922110.9,1317000,98
13.180206,922715.06,1318000,98
13.190207,923312.56,1319000,98
13.200207,923927.2,1320000,98
13.210207,924541.7,1321000,98
13.220207,925153.75,1322000,98
13.230207,925761.94,1323000,98
13.240208,926357.44,1324000,98
13.250208,926959.56,1325000,98
13.260208,927563.25,1326000,98
13.270208,928167.1,1327000,98
13.280209,928765.8,1328000,98
13.290209,929363.6,1329000,98
13.300209,929977.4,1330000,98
13.310209,930585.4,1331000,98
13.3202095,931197.4,1332000,98
13.33021,931798.1,1333000,98
13.34021,932400.56,1334000,98
13.35021,933006.1,1335000,98
13.36021,933603.75,1336000,98
13.370211,934201.5,1337000,98
13.380211,934808.44,1338000,98
13.390211,935407.56,1339000,98
13.400211,936007.94,1340000,98
13.410212,936613.6,1341000,98
13.420212,937222.2,1342000,98
13.430212,937812.9,1343000,98
13.440212,938413.5,1344000,100
13.4502125,939009.7,1345000,100
13.460213,939605.6,1346000,100
13.470213,940207.56,1347000,100
13.480213,940809.7,1348000,100
13.490213,941407.6,1349000,100
13.500214,942006.4,1350000,104
13.510214,942600.2,1351000,104
13.520214,943197.44,1352000,104
13.530214,943806.8,1353000,104
13.540215,944411.6,1354000,104
13.550215,945010.0,1355000,104
13.560215,945614.0,1356000,104
13.570215,946207.2,1357000,104
13.580215,946797.25,1358000,104
13.590216,947393.44,1359000,104
13.600216,947989.5,1360000,104
13.610216,948585.9,1361000,104
13.620216,949193.8,1362000,104
13.630217,949799.8,1363000,104
13.640217,950401.8,1364000,104
13.650217,951003.1,1365000,104
13.660217,951603.1,1366000,104
13.6702175,952200.1,1367000,104
13.680218,952796.7,1368000,104
13.690218,953398.5,1369000,104
13.700218,953994.75,1370000,104
13.710218,954596.3,1371000,104
13.720219,955202.0,1372000,104
13.730219,955807.7,1373000,104
13.740219,956414.2,1374000,104
13.750219,957013.5,1375000,104
13.76022,957614.8,1376000,104
13.77022,958213.94,1377000,104
13.78022,958814.8,1378000,104
13.79022,959410.4,1379000,104
13.8002205,960007.06,1380000,104
13.810221,960605.6,1381000,104
13.820221,961207.2,1382000,104
13.830221,961806.25,1383000,104
13.840221,962404.7,1384000,104
13.850222,963002.8,1385000,104
13.860222,963603.1,1386000,104
13.870222,964193.44,1387000,104
13.880222,964782.2,1388000,118
13.890223,965379.25,1389000,118
13.900223,965975.1,1390000,118
13.910223,966570.75,1391000,118
13.920223,967161.9,1392000,118
13.930223,967754.75,1393000,118
13.940224,968349.8,1394000,118
13.950224,968940.75,1395000,118
13.960224,969533.9,1396000,118
13.970224,970121.94,1397000,118
13.980225,970702.25,1398000,118
13.990225,971285.4,1399000,118
14.000225,971875.7,1400000,118
14.010225,972468.06,1401000,118
14.020226,973054.7,1402000,118
14.030226,973646.7,1403000,118
14.040226,974230.4,1404000,118
14.050226,974820.9,1405000,118
14.060226,975405.2,1406000,118
14.070227,975991.7,1407000,118
14.080227,976576.1,1408000,118
14.090227,977167.5,1409000,118
14.100227,977756.1,1410000,118
14.110228,978341.06,1411000,118
14.120228,978923.0,1412000,118
14.130228,979522.2,1413000,118
14.140228,980112.6,1414000,118
14.1502285,980702.25,1415000,118
14.160229,981295.6,1416000,118
14.170229,981888.7,1417000,118
14.180229,982483.7,1418000,118
14.190229,983085.4,1419000,118
14.20023,983686.25,1420000,118
14.21023,984274.25,1421000,118
14.22023,984871.6,1422000,118
14.23023,985469.3,1423000,118
14.240231,986062.9,1424000,118
14.250231,986652.9,1425000,118
14.260231,987247.44,1426000,118
14.270231,987836.7,1427000,118
14.280231,988442.56,1428000,118
14.290232,989041.0,1429000,118
14.300232,989645.44,1430000,118
14.310232,990245.7,1431000,118
14.320232,990845.8,1432000,118
14.330233,991443.56,1433000,118
14.340233,992039.1,1434000,118
14.350233,992638.44,1435000,118
14.360233,993229.3,1436000,118
14.370234,993817.56,1437000,118
14.380234,994417.6,1438000,118
14.390234,995017.8,1439000,118
14.400234,995622.8,1440000,118
14.410234,996215.8,1441000,118
14.420235,996819.5,1442000,118
14.430235,997415.7,1443000,118
14.440235,998015.4,1444000,118
14.450235,998610.2,1445000,118
14.460236,999203.3,1446000,118
14.470236,999803.4,1447000,118
14.480236,1000409.94,1448000,118
14.490236,1001003.06,1449000,118
14.5002365,1001596.2,1450000,118
14.510237,1002193.9,1451000,118
14.520237,1002784.25,1452000,118
14.530237,1003378.06,1453000,118
14.540237,1003969.6,1454000,118
14.550238,1004563.6,1455000,118
14.560238,1005165.56,1456000,118
14.570238,1005759.1,1457000,118
14.580238,1006365.8,1458000,118
14.590239,1006961.06,1459000,118
14.600239,1007562.9,1460000,118
14.610239,1008164.2,1461000,118
14.620239,1008765.3,1462000,118
14.6302395,1009364.8,1463000,118
14.64024,1009961.94,1464000,118
14.65024,1010562.25,1465000,118
14.66024,1011154.06,1466000,118
14.67024,1011749.2,1467000,118
14.680241,1012345.5,1468000,118
14.690241,1012944.44,1469000,118
14.700241,1013549.7,1470000,118
14.710241,1014147.3,1471000,118
14.720242,1014744.75,1472000,118
14.730242,1015341.44,1473000,118
14.740242,1015942.44,1474000,118
14.750242,1016537.56,1475000,118
14.760242,1017146.94,1476000,118
14.770243,1017743.6,1477000,118
14.780243,1018347.0,1478000,118
14.790243,1018933.56,1479000,118
14.800243,1019538.6,1480000,118
14.810244,1020142.6,1481000,118
14.820244,1020740.5,1482000,118
14.830244,1021339.25,1483000,118
14.840244,1021940.7,1484000,118
14.8502445,1022532.44,1485000,118
14.860245,1023130.56,1486000,118
14.870245,1023725.56,1487000,118
14.880245,1024320.4,1488000,118
14.890245,1024913.06,1489000,118
14.900246,1025501.6,1490000,118
14.910246,1026091.0,1491000,118
14.920246,1026690.3,1492000,118
14.930246,1027282.75,1493000,118
14.940247,1027867.4,1494000,118
14.950247,1028451.4,1495000,118
14.960247,1029049.6,1496000,118
14.970247,1029633.0,1497000,118
14.9802475,1030206.5,1498000,118
14.990248,1030794.25,1499000,118
15.000248,1031381.44,1500000,118
15.010248,1031965.25,1501000,118
15.020248,1032541.4,1502000,118
15.030249,1033119.4,1503000,118
15.040249,1033702.1,1504000,118
15.050249,1034272.4,1505000,118
15.060249,1034852.2,1506000,118
15.07025,1035425.2,1507000,118
15.08025,1035999.25,1508000,118
15.09025,1036577.25,1509000,118
15.10025,1037157.44,1510000,118
15.11025,1037735.56,1511000,118
15.120251,1038312.25,1512000,118
15.130251,1038884.5,1513000,118
15.140251,1039458.5,1514000,118
15.150251,1040032.06,1515000,118
15.160252,1040610.94,1516000,118
15.170252,1041182.9,1517000,118
15.180252,1041766.56,1518000,118
15.190252,1042350.44,1519000,118
15.200253,1042929.9,1520000,118
15.210253,1043501.56,1521000,118
15.220253,1044080.6,1522000,118
15.230253,1044658.0,1523000,118
15.240253,1045233.94,1524000,118
15.250254,1045800.7,1525000,118
15.260254,1046374.9,1526000,118
15.270254,1046947.0,1527000,118
15.280254,1047520.2,1528000,118
15.290255,1048104.75,1529000,118
15.300255,1048693.1,1530000,118
15.310255,1049310.8,1531000,118
15.320255,1049938.9,1532000,118
15.3302555,1050560.2,1533000,118
15.340256,1051152.1,1534000,118
15.350256,1051729.5,1535000,118
15.360256,1052298.4,1536000,118
15.370256,1052860.2,1537000,118
15.380257,1053412.9,1538000,118
15.390257,1053974.8,1539000,118
15.400257,1054533.9,1540000,118
15.410257,1055081.8,1541000,118
15.420258,1055629.0,1542000,118
15.430258,1056177.1,1543000,118
15.440258,1056721.8,1544000,118
15.450258,1057254.9,1545000,118
15.4602585,1057814.8,1546000,118
15.470259,1058366.6,1547000,118
15.480259,1058927.2,1548000,118
15.490259,1059502.9,1549000,118
15.500259,1060076.5,1550000,118
15.51026,1060652.5,1551000,118
15.52026,1061216.5,1552000,118
15.53026,1061777.8,1553000,118
15.54026,1062334.6,1554000,118
15.550261,1062890.4,1555000,118
15.560261,1063450.4,1556000,118
15.570261,1063997.4,1557000,118
15.580261,1064555.8,1558000,118
15.590261,1065125.4,1559000,118
15.600262,1065689.9,1560000,118
15.610262,1066254.5,1561000,118
15.620262,1066799.5,1562000,118
15.630262,1067367.4,1563000,119
15.640263,1067913.0,1564000,119
15.650263,1068473.5,1565000,119
15.660263,1069029.8,1566000,119
15.670263,1069595.5,1567000,119
15.6802635,1070159.4,1568000,119
15.690264,1070735.0,1569000,119
15.700264,1071314.1,1570000,119
15.710264,1071901.0,1571000,119
15.720264,1072490.5,1572000,119
15.730265,1073081.2,1573000,119
15.740265,1073676.1,1574000,119
15.750265,1074257.1,1575000,119
15.760265,1074834.2,1576000,119
15.770266,1075403.9,1577000,119
15.780266,1075994.0,1578000,119
15.790266,1076560.5,1579000,119
15.800266,1077144.1,1580000,119
15.8102665,1077745.0,1581000,119
15.820267,1078312.8,1582000,119
15.830267,1078905.0,1583000,119
15.840267,1079481.0,1584000,119
15.850267,1080084.1,1585000,119
15.860268,1080662.2,1586000,119
15.870268,1081258.5,1587000,119
15.880268,1081826.4,1588000,119
15.890268,1082402.9,1589000,119
15.900269,1082975.6,1590000,119
15.910269,1083556.1,1591000,119
15.920269,1084130.9,1592000,119
15.930269,1084686.2,1593000,119
15.940269,1085258.9,1594000,119
15.95027,1085814.0,1595000,119
15.96027,1086374.8,1596000,119
15.97027,1086918.9,1597000,119
15.98027,1087490.8,1598000,119
15.990271,1088045.4,1599000,119
16.00027,1088607.8,1600000,119
16.010271,1089170.2,1601000,119
16.020271,1089719.8,1602000,119
16.030272,1090286.8,1603000,119
16.040272,1090846.2,1604000,119
16.050272,1091411.1,1605000,119
16.060272,1091983.5,1606000,119
16.070272,1092525.4,1607000,119
16.080273,1093085.4,1608000,119
16.090273,1093630.2,1609000,119
16.100273,1094194.5,1610000,119
16.110273,1094725.8,1611000,119
16.120274,1095265.5,1612000,119
16.130274,1095815.9,1613000,119
16.140274,1096348.2,1614000,119
16.150274,1096896.8,1615000,119
16.160275,1097426.1,1616000,119
16.170275,1097963.9,1617000,119
16.180275,1098509.8,1618000,119
16.190275,1099064.9,1619000,119
16.200275,1099612.6,1620000,119
16.210276,1100181.8,1621000,119
16.220276,1100740.6,1622000,119
16.230276,1101283.2,1623000,119
16.240276,1101811.2,1624000,119
16.250277,1102370.1,1625000,119
16.260277,1102929.5,1626000,119
16.270277,1103481.4,1627000,119
16.280277,1104022.0,1628000,119
16.290277,1104570.9,1629000,119
16.300278,1105100.6,1630000,119
16.310278,1105648.5,1631000,119
16.320278,1106187.5,1632000,119
16.330278,1106712.2,1633000,119
16.340279,1107254.8,1634000,119
16.350279,1107799.5,1635000,119
16.36028,1108333.4,1636000,119
16.37028,1108867.6,1637000,119
16.38028,1109410.0,1638000,119
16.39028,1109953.6,1639000,119
16.40028,1110518.0,1640000,119
16.41028,1111046.6,1641000,119
16.42028,1111604.9,1642000,119
16.43028,1112168.8,1643000,119
16.44028,1112716.4,1644000,119
16.450281,1113259.5,1645000,119
16.460281,1113791.6,1646000,119
16.470282,1114317.0,1647000,119
16.480282,1114850.2,1648000,119
16.490282,1115410.6,1649000,119
16.500282,1115953.4,1650000,119
16.510283,1116518.2,1651000,119
16.520283,1117062.4,1652000,119
16.530283,1117618.5,1653000,119
16.540283,1118181.6,1654000,119
16.550283,1118742.6,1655000,119
16.560284,1119293.8,1656000,119
16.570284,1119862.8,1657000,119
16.580284,1120418.5,1658000,119
16.590284,1120965.9,1659000,119
16.600285,1121515.2,1660000,119
16.610285,1122083.6,1661000,119
16.620285,1122638.1,1662000,119
16.630285,1123189.0,1663000,119
16.640285,1123764.5,1664000,119
16.650286,1124337.1,1665000,119
16.660286,1124899.9,1666000,119
16.670286,1125452.4,1667000,119
16.680286,1125997.8,1668000,119
16.690287,1126566.9,1669000,119
16.700287,1127119.2,1670000,119
16.710287,1127682.4,1671000,119
16.720287,1128246.0,1672000,119
16.730288,1128809.9,1673000,119
16.740288,1129348.0,1674000,119
16.750288,1129893.9,1675000,119
16.760288,1130439.1,1676000,119
16.770288,1130975.4,1677000,119
16.780289,1131522.1,1678000,119
16.790289,1132065.5,1679000,119
16.80029,1132609.4,1680000,119
16.81029,1133144.2,1681000,119
16.82029,1133683.1,1682000,119
16.83029,1134224.9,1683000,119
16.84029,1134761.9,1684000,119
16.85029,1135309.6,1685000,119
16.86029,1135853.0,1686000,119
16.87029,1136407.9,1687000,119
16.880291,1136967.4,1688000,119
16.890291,1137517.1,1689000,119
16.900291,1138071.2,1690000,119
16.910292,1138626.4,1691000,119
16.920292,1139184.0,1692000,119
16.930292,1139734.5,1693000,119
16.940292,1140283.9,1694000,119
16.950293,1140809.0,1695000,119
16.960293,1141338.2,1696000,119
16.970293,1141872.5,1697000,119
16.980293,1142425.0,1698000,119
16.990294,1142964.0,1699000,119
17.000294,1143507.8,1700000,119
17.010294,1144066.8,1701000,119
17.020294,1144628.5,1702000,119
17.030294,1145193.8,1703000,119
17.040295,1145769.0,1704000,119
17.050295,1146336.5,1705000,119
17.060295,1146895.9,1706000,119
17.070295,1147468.1,1707000,119
17.080296,1148015.4,1708000,119
17.090296,1148568.0,1709000,119
17.100296,1149102.8,1710000,119
17.110296,1149641.1,1711000,119
17.120296,1150180.0,1712000,119
17.130297,1150733.4,1713000,119
17.140297,1151286.6,1714000,119
17.150297,1151849.2,1715000,119
17.160297,1152399.8,1716000,119
17.170298,1152965.1,1717000,119
17.180298,1153519.1,1718000,119
17.190298,1154056.1,1719000,119
17.200298,1154606.9,1720000,119
17.210299,1155178.6,1721000,119
17.220299,1155745.0,1722000,119
17.230299,1156296.0,1723000,119
17.2403,1156857.6,1724000,119
17.2503,1157437.5,1725000,119
17.2603,1157996.2,1726000,119
17.2703,1158569.9,1727000,119
17.2803,1159145.5,1728000,119
17.2903,1159714.4,1729000,119
17.3003,1160280.5,1730000,119
17.3103,1160833.8,1731000,119
17.320301,1161388.9,1732000,119
17.330301,1161947.5,1733000,119
17.340302,1162501.5,1734000,119
17.350302,1163060.2,1735000,119
17.360302,1163619.2,1736000,119
17.370302,1164162.5,1737000,119
17.380302,1164729.9,1738000,119
17.390303,1165283.5,1739000,123
17.400303,1165849.2,1740000,123
17.410303,1166411.8,1741000,123
17.420303,1166964.5,1742000,123
17.430304,1167514.5,1743000,123
17.440304,1168058.0,1744000,123
17.450304,1168605.9,1745000,123
17.460304,1169163.6,1746000,123
17.470304,1169712.0,1747000,123
17.480305,1170261.4,1748000,123
17.490305,1170813.2,1749000,123
17.500305,1171364.0,1750000,123
17.510305,1171915.4,1751000,123
17.520306,1172470.6,1752000,123
