t, E, n
1.6099988, 8106.7744, 102
1.6199988, 8068.146, 102
1.6299988, 8074.87, 102
1.6399988, 8072.935, 102
1.6499988, 8075.0444, 102
1.6599988, 8109.944, 102
1.6699988, 8116.0093, 102
1.6799988, 8070.316, 102
1.6899987, 8078.6143, 102
1.6999987, 8065.9785, 102
1.7099987, 8099.6274, 102
1.7199987, 8129.8643, 102
1.7299987, 8170.7954, 102
1.7399987, 8162.4004, 102
1.7499987, 8160.635, 102
1.7599987, 8149.895, 102
1.7699987, 8183.777, 102
1.7799987, 8161.865, 102
1.7899987, 8164.8965, 102
1.7999986, 8126.273, 102
1.8099986, 8142.214, 102
1.8199986, 8153.6353, 102
1.8299986, 8139.5884, 102
1.8399986, 8160.4043, 102
1.8499986, 8163.065, 102
1.8599986, 8172.059, 102
1.8699986, 8141.346, 102
1.8799986, 8157.984, 102
1.8899986, 8160.9185, 102
1.8999985, 8148.803, 102
1.9099985, 8105.457, 102
1.9199985, 8116.292, 102
1.9299985, 8090.7695, 102
1.9399985, 8050.5386, 102
1.9499985, 8024.8794, 102
1.9599985, 8039.3604, 102
1.9699985, 8040.519, 102
1.9799985, 7993.0405, 102
1.9899985, 8001.3755, 102
1.9999985, 7968.5854, 102
2.0099986, 7980.0273, 102
2.0199986, 8001.6567, 102
2.0299985, 7956.989, 102
2.0399985, 7943.5757, 102
2.0499985, 7919.31, 102
2.0599985, 7914.4146, 102
2.0699985, 7948.777, 102
2.0799985, 7957.306, 102
2.0899985, 7998.004, 102
2.0999985, 8021.0396, 102
2.1099985, 8059.158, 102
2.1199985, 8041.7827, 102
2.1299984, 8019.9893, 102
2.1399984, 7971.924, 102
2.1499984, 7936.6694, 102
2.1599984, 7939.238, 102
2.1699984, 7959.2607, 102
2.1799984, 7933.855, 102
2.1899984, 7949.6655, 102
2.1999984, 7970.1147, 102
2.2099984, 7959.713, 102
2.2199984, 7979.7563, 102
2.2299984, 7980.9507, 102
2.2399983, 8013.532, 102
2.2499983, 7990.071, 102
2.2599983, 7997.0156, 102
2.2699983, 8024.1733, 102
2.2799983, 8010.599, 102
2.2899983, 7994.972, 102
2.2999983, 7986.835, 102
2.3099983, 7992.52, 102
2.3199983, 7981.2783, 102
2.3299983, 7961.7964, 102
2.3399982, 7965.0405, 102
2.3499982, 8002.391, 102
2.3599982, 8056.284, 102
2.3699982, 8084.262, 102
2.3799982, 8047.7363, 102
2.3899982, 8051.749, 102
2.3999982, 8072.02, 102
2.4099982, 8067.6772, 102
2.4199982, 8073.198, 102
2.4299982, 8095.953, 102
2.4399981, 8063.847, 102
2.4499981, 8103.046, 102
2.4599981, 8084.05, 102
2.4699981, 8125.068, 102
2.479998, 8149.655, 102
2.489998, 8121.5684, 102
2.499998, 8150.7095, 102
2.509998, 8155.5156, 102
2.519998, 8156.4, 102
2.529998, 8154.43, 102
2.539998, 8181.3887, 102
2.549998, 8182.689, 102
2.559998, 8222.382, 102
2.569998, 8176.9707, 102
2.579998, 8192.188, 102
2.589998, 8192.706, 102
2.599998, 8161.2666, 102
2.609998, 8139.889, 102
2.619998, 8099.209, 102
2.629998, 8091.3833, 102
2.639998, 8090.95, 102
2.649998, 8053.9126, 102
2.659998, 8079.1543, 102
2.669998, 8083.568, 102
2.679998, 8123.9775, 102
2.689998, 8074.7026, 102
2.699998, 8076.6, 102
2.709998, 8036.179, 102
2.719998, 8027.0664, 102
2.7299979, 8045.4204, 102
2.7399979, 8054.38, 102
2.7499979, 8074.846, 102
2.7599978, 8073.229, 102
2.7699978, 8061.21, 102
2.7799978, 8049.573, 102
2.7899978, 8012.4253, 102
2.7999978, 7995.3857, 102
2.8099978, 7983.8545, 102
2.8199978, 7948.595, 102
2.8299978, 7956.623, 102
2.8399978, 7963.805, 102
2.8499978, 7936.0283, 102
2.8599977, 7918.508, 102
2.8699977, 7957.246, 102
2.8799977, 7981.099, 102
2.8899977, 7980.4697, 102
2.8999977, 8012.017, 102
2.9099977, 8047.8315, 102
2.9199977, 8055.7134, 102
2.9299977, 8068.0786, 102
2.9399977, 8114.31, 102
2.9499977, 8135.126, 102
2.9599977, 8131.7925, 102
2.9699976, 8106.0596, 102
2.9799976, 8083.369, 102
2.9899976, 8056.675, 102
2.9999976, 8046.0195, 102
3.0099976, 7999.464, 102
3.0199976, 8020.776, 102
3.0299976, 7990.2847, 102
3.0399976, 7997.346, 102
3.0499976, 8018.541, 102
3.0599976, 8028.124, 102
3.0699975, 8017.388, 102
3.0799975, 7994.6997, 102
3.0899975, 7966.4175, 102
3.0999975, 7983.6733, 102
3.1099975, 8001.678, 102
3.1199975, 8005.109, 102
3.1299975, 8001.8965, 102
