t, E, n
2.539998, 79983.16, 102
2.549998, 79597.0, 102
2.559998, 79528.44, 102
2.569998, 79714.16, 102
2.579998, 79834.08, 102
2.589998, 79666.57, 102
2.599998, 79241.27, 102
2.609998, 78876.04, 102
2.619998, 79327.07, 102
2.629998, 79322.875, 102
2.639998, 79100.88, 102
2.649998, 78570.92, 102
2.659998, 78683.805, 102
2.669998, 78946.11, 102
2.679998, 79373.38, 102
2.689998, 79392.9, 102
2.699998, 79634.63, 102
2.709998, 79826.53, 102
2.719998, 79924.83, 102
2.7299979, 79870.75, 102
2.7399979, 80341.02, 102
2.7499979, 80402.35, 102
2.7599978, 80536.58, 102
2.7699978, 80465.164, 102
2.7799978, 80261.79, 102
2.7899978, 79767.18, 102
2.7999978, 79872.82, 102
2.8099978, 79661.6, 102
2.8199978, 79658.85, 102
2.8299978, 79713.234, 102
2.8399978, 79566.84, 102
2.8499978, 79652.42, 102
2.8599977, 79655.914, 102
2.8699977, 79583.98, 102
2.8799977, 79921.72, 102
2.8899977, 80107.17, 102
2.8999977, 79692.12, 102
2.9099977, 79896.39, 102
2.9199977, 79953.12, 102
2.9299977, 80332.625, 102
2.9399977, 80295.38, 102
2.9499977, 80162.445, 102
2.9599977, 80168.61, 102
2.9699976, 80402.21, 102
2.9799976, 80821.45, 102
2.9899976, 81020.44, 102
2.9999976, 80975.62, 102
3.0099976, 81413.64, 102
3.0199976, 81221.56, 102
3.0299976, 80995.08, 102
3.0399976, 81060.52, 102
3.0499976, 81214.56, 102
3.0599976, 81167.89, 102
3.0699975, 80810.54, 102
3.0799975, 80850.33, 102
3.0899975, 80828.164, 102
3.0999975, 80732.67, 102
3.1099975, 81011.05, 102
3.1199975, 81119.984, 102
3.1299975, 80946.1, 102
3.1399975, 80884.125, 102
3.1499975, 81114.14, 102
3.1599975, 81309.35
