t, E, n
0.01, 1953.0715, 2
0.02, 3893.0012, 4
0.03, 5806.8735, 6
0.04, 7700.3594, 8
0.049999997, 9579.586, 10
0.059999995, 11438.211, 12
0.06999999, 13277.303, 14
0.07999999, 15097.215, 16
0.08999999, 16895.486, 18
0.09999999, 18688.775, 20
0.109999985, 20474.346, 22
0.11999998, 22242.305, 24
0.12999998, 23990.197, 26
0.13999999, 25723.959, 28
0.14999999, 27438.818, 30
0.16, 29143.41, 32
0.17, 30828.87, 34
0.18, 32492.701, 36
0.19000001, 34141.64, 38
0.20000002, 35773.02, 40
0.21000002, 37382.594, 42
0.22000003, 38979.566, 44
0.23000003, 40567.02, 46
0.24000004, 42141.64, 48
0.25000003, 43702.547, 50
0.26000002, 45252.945, 52
0.27, 46779.043, 54
0.28, 48292.72, 56
0.29, 49793.375, 58
0.29999998, 51280.82, 60
0.30999997, 52752.03, 62
0.31999996, 54203.953, 64
0.32999995, 55646.24, 66
0.33999994, 57068.07, 68
0.34999993, 58479.34, 70
0.35999992, 59885.867, 72
0.36999992, 61287.375, 74
0.3799999, 62673.35, 76
0.3899999, 64049.19, 78
0.3999999, 65413.812, 80
0.40999988, 66766.94, 82
0.41999987, 68107.164, 84
0.42999986, 69437.79, 86
0.43999985, 70750.336, 88
0.44999984, 72054.48, 90
0.45999983, 73350.7, 92
0.46999982, 74634.0, 94
0.4799998, 75906.57, 96
0.4899998, 77167.59, 98
0.4999998, 78422.11, 100
0.5099998, 79670.2, 102
0.5199998, 80906.99, 104
0.5299998, 82138.39, 106
0.5399998, 83362.87, 108
0.5499998, 84580.0, 110
0.55999976, 85787.88, 112
0.56999975, 86986.56, 114
0.57999974, 88181.734, 116
0.58999974, 89371.94, 118
0.5999997, 90549.586, 120
0.6099997, 91726.586, 122
0.6199997, 92896.914, 124
0.6299997, 94063.98, 126
0.6399997, 95225.72, 128
0.6499997, 96386.31, 130
0.65999967, 97541.89, 132
0.66999966, 98695.75, 134
0.67999965, 99850.53, 136
0.68999964, 100999.43, 138
0.69999963, 102142.45, 140
0.7099996, 103282.695, 142
0.7199996, 104418.41, 144
0.7299996, 105539.38, 146
0.7399996, 106659.85, 148
0.7499996, 107784.945, 150
0.7599996, 108903.734, 152
0.76999956, 110014.05, 154
0.77999955, 111118.58, 156
0.78999954, 112219.1, 158
0.79999954, 113318.04, 160
0.8099995, 114413.484, 162
0.8199995, 115510.555, 164
0.8299995, 116601.93, 166
0.8399995, 117699.99, 168
0.8499995, 118794.82, 170
0.8599995, 119883.36, 172
0.86999947, 120975.0, 174
0.87999946, 122069.695, 176
0.88999945, 123164.734, 178
0.89999944, 124259.64, 180
0.90999943, 125355.15, 182
0.9199994, 126447.05, 184
0.9299994, 127539.53, 186
0.9399994, 128633.18, 188
0.9499994, 129726.234, 190
0.9599994, 130820.5, 192
0.9699994, 131914.23, 194
0.97999936, 133017.7, 196
0.98999935, 134118.19, 198
0.99999934, 135217.39, 200
1.0099994, 136319.44, 202
1.0199994, 135576.03, 202
1.0299994, 136320.6, 202
1.0399994, 136523.92, 202
1.0499994, 136112.45, 202
1.0599993, 136413.23, 202
1.0699993, 136456.4, 202
1.0799993, 136833.42, 202
1.0899993, 137541.9, 202
1.0999993, 136625.62, 202
1.1099993, 135626.11, 202
1.1199993, 135959.12, 202
1.1299993, 136381.95, 202
1.1399993, 136489.38, 202
1.1499993, 136428.64, 202
1.1599993, 136166.0, 202
1.1699992, 136352.12, 202
1.1799992, 136946.77, 202
1.1899992, 136836.36, 202
1.1999992, 137327.14, 202
1.2099992, 138040.42, 202
1.2199992, 137906.7, 202
1.2299992, 137389.28, 202
1.2399992, 137107.84, 202
1.2499992, 136904.64, 202
1.2599992, 136741.89, 202
1.2699991, 137521.0, 202
1.2799991, 137485.3, 202
1.2899991, 137650.86, 202
1.2999991, 137834.69, 202
1.3099991, 138122.0, 202
1.3199991, 138777.44, 202
