t, E, n
2.0599985, 14122.945, 202
2.0699985, 14164.756, 202
2.0799985, 14162.873, 202
2.0899985, 14224.036, 202
2.0999985, 14215.432, 202
2.1099985, 14143.034, 202
2.1199985, 14160.25, 202
2.1299984, 14156.038, 202
2.1399984, 14203.721, 202
2.1499984, 14258.782, 202
2.1599984, 14275.733, 202
2.1699984, 14288.805, 202
2.1799984, 14341.062, 202
2.1899984, 14372.797, 202
2.1999984, 14365.986, 202
2.2099984, 14375.835, 202
2.2199984, 14336.984, 202
2.2299984, 14287.164, 202
2.2399983, 14269.517, 202
2.2499983, 14269.621, 202
2.2599983, 14250.938, 202
2.2699983, 14235.749, 202
2.2799983, 14285.253, 202
2.2899983, 14333.449, 202
2.2999983, 14345.329, 202
2.3099983, 14295.681, 202
2.3199983, 14337.095, 202
2.3299983, 14320.558, 202
2.3399982, 14214.825, 202
2.3499982, 14135.839, 202
2.3599982, 14137.6455, 202
2.3699982, 14083.197, 202
2.3799982, 14093.718, 202
2.3899982, 14114.364, 202
2.3999982, 14060.96, 202
2.4099982, 14017.63, 202
2.4199982, 13988.594, 202
2.4299982, 13968.659, 202
2.4399981, 14006.302, 202
2.4499981, 14017.358, 202
2.4599981, 14001.4, 202
2.4699981, 13971.614, 202
2.479998, 13892.226, 202
2.489998, 13892.048, 202
2.499998, 13814.488, 202
2.509998, 13839.846, 202
2.519998, 13867.015, 202
2.529998, 13798.797, 202
2.539998, 13786.195, 202
2.549998, 13794.348, 202
2.559998, 13754.623, 202
2.569998, 13749.41, 202
2.579998, 13796.286, 202
2.589998, 13756.297, 202
2.599998, 13752.3955, 202
2.609998, 13726.715, 202
2.619998, 13669.079, 202
2.629998, 13700.992, 202
2.639998, 13716.152, 202
2.649998, 13707.301, 202
2.659998, 13692.907, 202
2.669998, 13688.468, 202
2.679998, 13638.599, 202
2.689998, 13649.52, 202
2.699998, 13565.629, 202
2.709998, 13513.276, 202
2.719998, 13516.768, 202
2.7299979, 13445.407, 202
2.7399979, 13428.178, 202
2.7499979, 13484.387, 202
2.7599978, 13468.681, 202
2.7699978, 13513.1875, 202
2.7799978, 13463.037, 202
2.7899978, 13481.093, 202
2.7999978, 13538.435, 202
2.8099978, 13514.513, 202
2.8199978, 13508.789, 202
2.8299978, 13518.664, 202
2.8399978, 13576.57, 202
2.8499978, 13552.103, 202
2.8599977, 13585.994, 202
2.8699977, 13648.544, 202
2.8799977, 13612.649, 202
2.8899977, 13532.535, 202
2.8999977, 13537.8125, 202
2.9099977, 13573.802, 202
2.9199977, 13557.906, 202
2.9299977, 13584.695, 202
2.9399977, 13657.153, 202
2.9499977, 13626.391, 202
2.9599977, 13624.362, 202
2.9699976, 13648.82, 202
2.9799976, 13644.029, 202
2.9899976, 13610.963, 202
2.9999976, 13604.122, 202
3.0099976, 13655.229, 202
3.0199976, 13736.339, 202
3.0299976, 13723.06, 202
3.0399976, 13654.142, 202
3.0499976, 13646.463, 202
3.0599976, 13589.255, 202
3.0699975, 13577.093, 202
3.0799975, 13632.504, 202
3.08999
