t, E, n
0.01, 195.04547, 2
0.02, 388.08377, 4
0.03, 579.7953, 6
0.04, 770.2158, 8
0.049999997, 959.5486, 10
0.059999995, 1148.1462, 12
0.06999999, 1334.714, 14
0.07999999, 1520.349, 16
0.08999999, 1705.0367, 18
0.09999999, 1888.6217, 20
0.109999985, 2070.6387, 22
0.11999998, 2250.9248, 24
0.12999998, 2429.4438, 26
0.13999999, 2607.1384, 28
0.14999999, 2782.887, 30
0.16, 2957.4746, 32
0.17, 3130.5994, 34
0.18, 3302.0369, 36
0.19000001, 3472.2063, 38
0.20000002, 3641.3845, 40
0.21000002, 3809.383, 42
0.22000003, 3976.1072, 44
0.23000003, 4142.0254, 46
0.24000004, 4306.2466, 48
0.25000003, 4469.074, 50
0.26000002, 4630.628, 52
0.27, 4790.952, 54
0.28, 4949.6143, 56
0.29, 5107.365, 58
0.29999998, 5263.711, 60
0.30999997, 5419.537, 62
0.31999996, 5573.9844, 64
0.32999995, 5727.314, 66
0.33999994, 5878.499, 68
0.34999993, 6028.786, 70
0.35999992, 6177.67, 72
0.36999992, 6325.641, 74
0.3799999, 6472.254, 76
0.3899999, 6617.459, 78
0.3999999, 6761.699, 80
0.40999988, 6905.7446, 82
0.41999987, 7049.1, 84
0.42999986, 7191.889, 86
0.43999985, 7333.626, 88
0.44999984, 7474.5786, 90
0.45999983, 7614.65, 92
0.46999982, 7753.594, 94
0.4799998, 7892.287, 96
0.4899998, 8029.374, 98
0.4999998, 8165.6235, 100
0.5099998, 8301.353, 102
0.5199998, 8437.241, 104
0.5299998, 8571.855, 106
0.5399998, 8705.634, 108
0.5499998, 8837.742, 110
0.55999976, 8968.565, 112
0.56999975, 9098.56, 114
0.57999974, 9228.375, 116
0.58999974, 9357.047, 118
0.5999997, 9485.879, 120
0.6099997, 9613.836, 122
0.6199997, 9741.629, 124
0.6299997, 9868.589, 126
0.6399997, 9994.926, 128
0.6499997, 10120.336, 130
0.65999967, 10245.3125, 132
0.66999966, 10369.724, 134
0.67999965, 10494.048, 136
0.68999964, 10618.334, 138
0.69999963, 10742.2, 140
0.7099996, 10865.921, 142
0.7199996, 10989.361, 144
0.7299996, 11112.753, 146
0.7399996, 11236.16, 148
0.7499996, 11360.065, 150
0.7599996, 11483.667, 152
0.76999956, 11606.711, 154
0.77999955, 11730.223, 156
