t, E, n
2.1899984, 7874.3623, 102
2.1999984, 7877.48, 102
2.2099984, 7910.1504, 102
2.2199984, 7898.533, 102
2.2299984, 7873.6724, 102
2.2399983, 7904.4097, 102
2.2499983, 7907.6934, 102
2.2599983, 7878.8975, 102
2.2699983, 7894.062, 102
2.2799983, 7862.984, 102
2.2899983, 7876.0474, 102
2.2999983, 7913.3496, 102
2.3099983, 7898.627, 102
2.3199983, 7875.684, 102
2.3299983, 7861.926, 102
2.3399982, 7895.824, 102
2.3499982, 7910.809, 102
2.3599982, 7936.034, 102
2.3699982, 7920.6187, 102
2.3799982, 7912.4834, 102
2.3899982, 7935.138, 102
2.3999982, 7947.592, 102
2.4099982, 7956.277, 102
2.4199982, 7952.0435, 102
2.4299982, 7979.5415, 102
2.4399981, 7947.2935, 102
2.4499981, 7949.001, 102
2.4599981, 7968.6333, 102
2.4699981, 7953.13, 102
2.479998, 7956.1475, 102
2.489998, 7965.815, 102
2.499998, 7969.0854, 102
2.509998, 7951.498, 102
2.519998, 7984.1245, 102
2.529998, 8011.5015, 102
2.539998, 8027.471, 102
2.549998, 8065.5483, 102
2.559998, 8069.458, 102
2.569998, 8081.9062, 102
2.579998, 8084.704, 102
2.589998, 8081.7197, 102
2.599998, 8106.8975, 102
2.609998, 8131.76, 102
2.619998, 8138.1787, 102
2.629998, 8136.514, 102
2.639998, 8102.2764, 102
2.649998, 8096.347, 102
2.659998, 8065.6914, 102
2.669998, 8059.639, 102
2.679998, 8024.1826, 102
2.689998, 7985.0586, 102
2.699998, 7988.4316, 102
2.709998, 7977.9585, 102
2.719998, 7997.5156, 102
2.7299979, 8005.494, 102
2.7399979, 7995.3496, 102
2.7499979, 8013.0776, 102
2.7599978, 7981.9375, 102
2.7699978, 7995.065, 102
2.7799978, 7982.729, 102
2.7899978, 7991.391, 102
2.7999978, 7964.492, 102
2.8099978, 7963.3477, 102
2.8199978, 7974.6475, 102
2.8299978, 7999.9565, 102
2.8399978, 7987.9663, 102
2.8499978, 8016.3125, 102
2.8599977, 8033.9644, 102
2.8699977, 7998.8037, 102
2.8799977, 7963.0615, 102
2.8899977, 7943.269, 102
2.8999977, 7921.131, 102
2.9099977, 7900.079, 102
2.9199977, 7908.485, 102
2.9299977, 7908.6416, 102
2.9399977, 7910.127, 102
2.9499977, 7910.0845, 102
2.9599977, 7924.358, 102
2.9699976, 7935.9526, 102
2.9799976, 7899.6533, 102
2.9899976, 7869.477, 102
2.9999976, 7882.6445, 102
3.0099976, 7915.2866, 102
3.0199976, 7910.627, 102
3.0299976, 7933.9365, 102
3.0399976, 7924.6396, 102
3.0499976, 7923.1763, 102
3.0599976, 7949.287, 102
3.0699975, 7973.2407, 102
3.0799975, 7980.0327, 102
3.0899975, 7965.5234, 102
3.0999975, 7953.6455, 102
3.1099975, 7949.803, 102
3.1199975, 7956.7925, 102
10, 7950.055, 102
