t, n, Tsim, deviation, collisionCount
167.1556, 70,0.0,8,15
167.2056, 70,0.0,2,9
167.2556, 70,0.0,0,4
167.3056, 70,0.0,0,1
167.60562, 70,0.0,0,1
167.75563, 70,0.0,0,2
167.80563, 70,0.0,0,1
168.00565, 70,0.0,0,4
168.05565, 70,0.0,0,2
168.15565, 70,0.0,0,2
168.20566, 70,0.0,0,1
168.25566, 70,0.0,0,2
168.30566, 70,0.0,0,4
168.35567, 70,0.0,0,1
168.40567, 70,0.0,0,2
168.45567, 70,0.0,0,2
168.50568, 70,0.0,0,1
168.60568, 70,0.0,0,2
168.65569, 70,0.0,0,2
168.70569, 70,0.0,0,3
168.75569, 70,0.0,0,4
168.8057, 70,0.0,0,7
168.8557, 70,0.0,2,5
168.9057, 70,0.0,0,16
168.9557, 70,0.0,2,9
169.0057, 70,0.0,0,2
169.05571, 70,0.0,0,6
169.10571, 70,0.0,0,5
169.15572, 70,0.0,0,8
169.20572, 70,0.0,0,6
169.25572, 70,0.0,0,4
169.30573, 70,0.0,0,9
169.35573, 70,0.0,0,9
169.40573, 70,0.0,0,6
169.45573, 70,0.0,0,8
169.50574, 70,0.0,0,6
169.55574, 70,0.0,0,9
169.60574, 70,0.0,0,5
169.65575, 70,0.0,0,4
169.75575, 70,0.0,0,2
169.80576, 70,0.0,0,8
169.85576, 70,0.0,0,7
169.90576, 70,0.0,0,13
169.95576, 70,0.0,0,10
170.00577, 70,0.0,5,10
170.05577, 70,0.0,0,9
170.10577, 70,0.0,0,7
170.15578, 70,0.0,0,5
170.20578, 70,0.0,0,6
170.25578, 70,0.0,0,4
170.30579, 70,0.0,0,2
170.40579, 70,0.0,0,1
170.4558, 70,0.0,0,2
170.5058, 70,0.0,0,4
170.5558, 70,0.0,0,4
170.6058, 70,0.0,0,3
170.6558, 70,0.0,0,3
170.75581, 70,0.0,0,1
170.80582, 70,0.0,0,4
170.85582, 70,0.0,0,1
170.90582, 70,0.0,0,4
170.95583, 70,0.0,0,2
171.00583, 70,0.0,0,3
171.05583, 70,0.0,0,3
171.10583, 70,0.0,0,1
171.15584, 70,0.0,0,1
171.25584, 70,0.0,0,1
171.45586, 70,0.0,0,1
171.55586, 70,0.0,0,1
171.60587, 70,0.0,0,2
171.65587, 70,0.0,0,1
