t, n, Tsim, deviation, collisionCount
258.5604, 100,0.0,12,24
258.61038, 100,0.0,1,12
258.66037, 100,0.0,0,8
258.71036, 100,0.0,0,5
258.76035, 100,0.0,0,3
258.81033, 100,0.0,0,3
258.86032, 100,0.0,0,8
258.9103, 100,0.0,0,9
258.9603, 100,0.0,0,6
259.01028, 100,0.0,0,7
259.06027, 100,0.0,0,6
259.11026, 100,0.0,0,2
259.26022, 100,0.0,0,2
259.3102, 100,0.0,0,5
259.3602, 100,0.0,0,2
259.4102, 100,0.0,0,1
259.56015, 100,0.0,0,2
259.61014, 100,0.0,0,2
259.66013, 100,0.0,0,1
259.7601, 100,0.0,0,1
259.8101, 100,0.0,0,2
259.86008, 100,0.0,0,2
260.11002, 100,1.0,0,3
260.16, 100,3.0,0,2
260.21, 100,0.0,0,1
260.25998, 100,0.0,0,2
260.30997, 100,0.0,0,1
260.50992, 100,1.0,0,7
260.5599, 100,0.0,0,19
260.6099, 100,0.0,2,17
260.65988, 100,0.0,2,15
260.70987, 100,0.0,0,15
260.75986, 100,0.0,0,15
260.80984, 100,1.0,2,15
260.85983, 100,0.0,0,11
260.90982, 100,0.0,0,9
260.9598, 100,0.0,0,15
261.0098, 100,1.0,0,13
261.05978, 100,0.0,0,11
261.10977, 100,1.0,1,9
261.15976, 100,0.0,4,7
261.20975, 100,0.0,0,11
261.25974, 100,0.0,0,9
261.30972, 100,0.0,0,9
261.3597, 100,0.0,0,10
261.4097, 100,0.0,0,10
261.4597, 100,0.0,0,12
261.50967, 100,0.0,2,13
261.55966, 100,0.0,2,10
261.60965, 100,0.0,0,3
261.65964, 100,0.0,0,3
261.70963, 100,0.0,0,4
261.7596, 100,0.0,0,3
261.8096, 100,0.0,0,2
261.8596, 100,0.0,0,1
261.95956, 100,1.0,0,3
262.00955, 100,0.0,0,5
262.05954, 100,1.0,0,5
262.10953, 100,0.0,0,12
262.15952, 100,0.0,0,10
262.2095, 100,0.0,0,5
262.2595, 100,1.0,0,3
262.30948, 100,0.0,0,5
262.35947, 100,0.0,0,8
262.40945, 100,0.0,0,4
262.50943, 100,1.0,0,1
262.55942, 100,0.0,0,3
262.6094, 100,0.0,0,1
262.6594, 100,0.0,0,1
262.70938, 100,0.0,0,1
262.75937, 100,0.0,0,3
262.80936, 100,0.0,0,6
262.85934, 100,0.0,0,1
262.95932, 100,1.0,0,1
263.0093, 100,0.0,0,1
263.10928, 100,0.0,0,2
263.15927, 100,0.0,0,2
263.20926, 100,0.0,0,2
263.25925, 100,0.0,0,2
263.30923, 100,0.0,0,2
263.35922, 100,0.0,0,4
263.4092, 100,0.0,0,3
263.4592, 100,0.0,0,4
263.55917, 100,0.0,0,3
263.60916, 100,0.0,0,4
263.65915, 100,0.0,0,6
263.70914, 100,0.0,0,4
263.75912, 100,0.0,0,2
263.8591, 100,0.0,0,1
263.9091, 100,0.0,0,3
263.95908, 100,0.0,0,2
264.00906, 100,0.0,0,1
264.10904, 100,0.0,0,2
264.15903, 100,0.0,0,2
264.209, 100,0.0,0,2
264.35898, 100,1.0,0,6
264.40897, 100,0.0,0,6
264.45895, 100,0.0,0,2
264.50894, 100,0.0,0,4
264.55893, 100,0.0,0,5
264.60892, 100,0.0,0,5
264.6589, 100,0.0,0,4
264.7089, 100,0.0,0,3
264.75888, 100,0.0,0,4
264.80887, 100,1.0,0,2
265.15878, 100,0.0,0,1
265.20877, 100,0.0,0,1
265.25876, 100,0.0,0,1
265.35873, 100,0.0,0,4
265.40872, 100,0.0,0,4
265.4587, 100,0.0,0,2
265.70865, 100,0.0,0,1
