 n,col2
 1000,2.511627906976744
 1100,2.121212121212121
 1200,2.0344827586206895
 1300,2.15625
 1400,2.3333333333333335
 1500,2.3703703703703702
 1600,2.4642857142857144
 1700,2.92
 1800,3.3461538461538463
 1900,3.2222222222222223
 2000,3.5
 2100,3.6538461538461537
 2200,3.7916666666666665
 2300,4.076923076923077
 2400,4.2727272727272725
 2500,4.636363636363637
 2600,4.739130434782608
 2700,5.173913043478261
 2800,5.083333333333333
 2900,5.368421052631579
 3000,5.6521739130434785
 3100,5.7272727272727275
 3200,6.3
 3300,6.173913043478261
 3400,6.55
 3500,6.842105263157895
 3600,7.052631578947368
 3700,7.0588235294117645
 3800,7.421052631578948
 3900,7.882352941176471
 4000,8
 4100,8.375
 4200,8.4375
 4300,8.928571428571429
 4400,9.357142857142858
 4500,9.8125
 4600,9.928571428571429
 4700,10.2
 4800,10.357142857142858
 4900,10.642857142857142
 5000,11.333333333333334
 5100,11.23076923076923
 5200,12.23076923076923
 5300,12.181818181818182
 5400,12.727272727272727
 5500,12.666666666666666
 5600,13.25
 5700,14
 5800,14.363636363636363
 5900,14.3
 6000,14.6
 6100,15.5
 6200,15.2
 6300,15.75
 6400,16.9
 6500,17.22222222222222
 6600,17
 6700,17.625
 6800,17.77777777777778
 6900,18.11111111111111
 7000,19.142857142857142
 7100,19.666666666666668
 7200,19.857142857142858
 7300,20.125
 7400,20.75
 7500,21
 7600,21.125
 7700,21.857142857142858
 7800,22.5
 7900,22.714285714285715
 8000,23.333333333333332
 8100,23.714285714285715
 8200,24.285714285714285
 8300,25.166666666666668
 8400,25
 8500,25.833333333333332
 8600,26.166666666666668
 8700,27.857142857142858
 8800,27.166666666666668
 8900,27.4
 9000,28.142857142857142
 9100,29
 9200,29.166666666666668
 9300,29.8
 9400,30.833333333333332
 9500,31
 9600,31.8
 9700,32
 9800,31.8
 9900,33.1
 10000,31.402116402116402
